"b2","b1","ccf","lag","distr.dist","distr.sd","x1","x2","num.matches","num.mismatches","non_cms","sumpeaks","cms","data","resID","id.x","id.y","match"
"Ukn Bullet Q-4","Br8 Bullet 2-3",0.240176050356282,255,9.08146305935701,4.56785695804804,175,100,4,14,7,7.58375183634431,2,"data-35/unkn58.RData",105,45,59,FALSE
"Ukn Bullet Q-4","Br1 Bullet 1-2",0.432982823474416,324,7.48504309303932,3.69296821161979,100,100,5,17,7,10.8520041295927,3,"data-35/unkn58.RData",2,2,59,FALSE
"Ukn Bullet Q-4","Br7 Bullet 2-1",0.247852355085947,334,8.92696565765727,3.58342204929016,137.5,100,3,20,9,5.76834970422454,1,"data-35/unkn58.RData",91,36,59,FALSE
"Ukn Bullet Q-4","Br8 Bullet 1-2",0.248237433029968,79,10.0534341918358,5.51825014320185,100,100,1,14,9,5.25957331223847,1,"data-35/unkn58.RData",98,44,59,FALSE
"Ukn Bullet Q-4","Br2 Bullet 2-4",0.306900344042728,1,6.27740953983077,4.03032631210276,175,100,5,19,13,7.55986780318699,3,"data-35/unkn58.RData",34,9,59,FALSE
"Ukn Bullet Q-4","Br6 Bullet 2-4",0.316158121294793,120,7.6893390241981,4.57160516436571,200,100,5,10,4,8.79924334171681,3,"data-35/unkn58.RData",82,25,59,FALSE
"Ukn Bullet Q-4","Br7 Bullet 2-3",0.357804063577739,354,8.67841051437516,4.66241385362278,150,100,0,19,19,0,0,"data-35/unkn58.RData",93,32,59,FALSE
"Ukn Bullet Q-4","Br3 Bullet 1-6",0.17688691208725,202,8.49333755381646,3.60554020409728,125,100,5,13,4,8.37142486329294,2,"data-35/unkn58.RData",42,18,59,FALSE
"Ukn Bullet Q-4","Br1 Bullet 1-3",0.453224809741841,3,5.05447257048756,4.39051990862468,100,100,2,13,7,6.62787689589643,1,"data-35/unkn58.RData",3,3,59,FALSE
"Ukn Bullet Q-4","Br9 Bullet 1-6",0.228122475255595,162,8.32880890978922,4.46465360524479,112.5,100,2,15,11,6.24852247556684,1,"data-35/unkn58.RData",114,54,59,FALSE
"Ukn Bullet Q-4","Br3 Bullet 1-4",0.279516064760457,335,12.5215022725907,5.51457672606194,187.5,100,0,14,14,0,0,"data-35/unkn58.RData",40,16,59,FALSE
"Ukn Bullet Q-4","Br8 Bullet 1-3",0.299087052769209,238,7.64216508199006,3.95381038939698,137.5,100,5,13,10,10.1910728552828,3,"data-35/unkn58.RData",99,45,59,FALSE
"Ukn Bullet Q-4","Br1 Bullet 1-1",0.239946687835894,333,9.08924991567385,4.13029178985948,100,100,2,18,14,2.45412396642519,2,"data-35/unkn58.RData",1,1,59,FALSE
"Ukn Bullet Q-4","Br10 Bullet 1-2",0.347462866819324,193,7.54822097245968,4.00572418983501,175,100,2,14,10,4.39166447732203,1,"data-35/unkn58.RData",14,56,59,FALSE
"Ukn Bullet Q-4","Br9 Bullet 1-5",0.367040739343358,12,6.15447067358422,3.60409558510546,212.5,100,1,17,15,4.5957983529059,1,"data-35/unkn58.RData",113,53,59,FALSE
"Ukn Bullet Q-4","Br9 Bullet 1-4",0.368977858660878,395,8.49789371271143,4.17254626953083,150,100,1,19,11,2.39616475129797,1,"data-35/unkn58.RData",112,52,59,FALSE
"Ukn Bullet Q-4","Br7 Bullet 1-4",0.220789753882102,331,9.68437404713528,4.47981419778952,125,100,4,13,6,6.01861069165376,2,"data-35/unkn58.RData",88,34,59,FALSE
"Ukn Bullet Q-4","Br9 Bullet 2-6",0.262028439614491,26,6.8439052926465,3.58487727233159,175,100,1,16,12,1.53545082609197,1,"data-35/unkn58.RData",120,53,59,FALSE
"Ukn Bullet Q-4","Br8 Bullet 1-4",0.220420367345761,209,9.29230927632856,4.67330060291915,187.5,100,0,16,16,0,0,"data-35/unkn58.RData",100,46,59,FALSE
"Ukn Bullet Q-4","Br3 Bullet 1-5",0.220397356841832,362,9.69012648855051,4.36066135375378,125,100,2,16,9,4.10538356518606,1,"data-35/unkn58.RData",41,17,59,FALSE
"Ukn Bullet Q-5","Br10 Bullet 1-3",0.27796882082691,249,8.02921259925446,4.1519352953907,100,100,3,14,9,5.03877175627535,2,"data-35/unkn59.RData",15,57,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 2-4",0.34150357364546,171,1.71656042775504,2.41850554469932,100,100,4,14,5,4.02880192405711,2,"data-35/unkn59.RData",94,33,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 1-5",0.294564034114983,267,2.14057050790803,2.38428078062797,100,100,3,16,11,1.92694568644734,2,"data-35/unkn59.RData",53,41,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 1-6",0.210263941115874,231,2.71715023481552,2.66504451949961,112.5,100,6,10,2,5.81804990748158,2,"data-35/unkn59.RData",114,54,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 2-5",0.310651265971313,201,1.49975042006738,2.06938222978552,112.5,100,4,12,5,4.55358425933459,2,"data-35/unkn59.RData",59,39,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 2-1",0.262923387164372,198,2.71021049490491,2.66654535840369,162.5,100,6,9,5,7.7333247018383,3,"data-35/unkn59.RData",43,17,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 1-4",0.132704683252873,321,2.05348928428915,2.13036500544257,137.5,100,6,16,6,2.84712401324958,2,"data-35/unkn59.RData",4,4,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 1-4",0.184949253259976,269,3.7046350680727,2.87369151717396,187.5,100,4,11,4,4.91809695203101,2,"data-35/unkn59.RData",100,46,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 1-4",0.2526057426802,108,2.83779473046947,2.68020511204434,125,100,1,14,12,2.28952150941347,1,"data-35/unkn59.RData",88,34,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 2-1",0.198300647990261,31,2.22140105239669,2.36451779452726,112.5,100,4,12,5,5.3756739181384,2,"data-35/unkn59.RData",31,12,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 2-2",0.224558197568763,194,3.55250433873336,2.91068521171291,162.5,100,7,16,7,7.58669984747368,3,"data-35/unkn59.RData",8,6,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 1-4",0.438828713159325,119,3.3906931712996,3.12159113193019,125,100,4,14,8,3.34926124317249,3,"data-35/unkn59.RData",64,22,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 2-5",0.272472468877509,170,1.89225361541315,2.34273377367055,137.5,100,2,13,6,4.11495982960128,1,"data-35/unkn59.RData",83,26,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 1-1",0.270986476981185,234,1.40712609005214,1.92643958435027,212.5,100,1,10,9,1.57682419509322,1,"data-35/unkn59.RData",13,55,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 1-2",0.216538248094589,373,6.46191273265134,3.50637206093805,100,100,1,20,13,1.08540583637513,1,"data-35/unkn59.RData",110,50,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 1-6",0.137935447648096,168,3.40203964981877,2.76131637353481,100,100,5,9,4,6.96775100391255,2,"data-35/unkn59.RData",54,42,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 1-2",0.342310352082146,107,1.91758341079322,2.44355073765453,137.5,100,9,10,5,9.98826465148638,7,"data-35/unkn59.RData",62,20,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 2-3",0.263821385968489,166,3.73587808852636,3.32356829530204,175,100,6,13,7,5.76467950099705,3,"data-35/unkn59.RData",117,50,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 2-3",0.415483705329129,199,1.33681710122224,2.12391781093958,162.5,100,3,14,13,2.54311520774656,3,"data-35/unkn59.RData",45,13,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 2-1",0.345200086016498,294,1.92130061217454,2.33038281942422,162.5,100,4,15,11,3.07323758251393,2,"data-35/unkn59.RData",55,41,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 2-1",0.2661632431893,67,1.44883836655221,2.16726336674982,150,100,6,15,12,5.48874073831064,6,"data-35/unkn59.RData",19,59,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 2-4",0.410120688620178,300,3.64778663161547,3.16986659481204,100,100,2,15,6,5.93419980115796,1,"data-35/unkn59.RData",70,20,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 1-3",0.398591200709622,327,1.55495929569754,2.23284153179959,137.5,100,3,14,7,1.18483419234087,2,"data-35/unkn59.RData",27,9,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 1-3",0.21138749165186,301,2.43319649485287,2.39225615416514,100,100,2,15,10,2.59291125461788,1,"data-35/unkn59.RData",63,21,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 1-6",0.172896344316047,359,2.60561215688657,2.42113084165658,112.5,100,2,15,11,1.55395902355129,1,"data-35/unkn59.RData",78,30,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 2-4",0.376240090835417,26,1.29771014361116,2.23071722635757,175,100,2,20,13,2.1122100935963,1,"data-35/unkn59.RData",34,9,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 2-2",0.380145181829627,263,5.26879086063348,3.6156756501488,112.5,100,0,12,12,0,0,"data-35/unkn59.RData",56,42,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 1-3",0.270214173502244,73,2.52891924732211,2.5909108228795,100,100,0,17,17,0,0,"data-35/unkn59.RData",3,3,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 1-6",0.372734503831204,244,2.97208779238673,3.22791501791867,100,100,6,14,8,8.21139124823894,3,"data-35/unkn59.RData",6,6,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 1-1",0.165832141883047,56,2.98026156504219,2.7604792983846,150,100,3,17,10,2.03805404507803,2,"data-35/unkn59.RData",109,49,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 2-6",0.275573683361116,318,1.73243754524003,2.22616809788925,125,100,6,14,6,6.34572537766185,3,"data-35/unkn59.RData",84,27,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 2-6",0.246165517090781,132,1.26705707361544,1.7852681865864,175,100,1,15,13,1.08822895844134,1,"data-35/unkn59.RData",120,53,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 1-6",0.245561173192228,154,1.25265948316014,1.8059311183521,125,100,10,9,4,8.09352849293153,8,"data-35/unkn59.RData",42,18,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 2-3",0.357475093223598,107,7.4827078562326,4.04945704631175,100,100,5,13,7,9.18100920810488,4,"data-35/unkn59.RData",9,1,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 1-5",0.234321303568381,382,2.07497593734951,2.44212615849884,100,100,7,14,8,6.87234142543307,5,"data-35/unkn59.RData",29,11,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 1-4",0.574833970031466,336,5.41126877080218,3.71496764031676,187.5,100,0,13,13,0,0,"data-35/unkn59.RData",40,16,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 2-5",0.331187573380905,326,5.51476104809904,3.51409685896242,100,100,5,11,6,8.16186129561947,2,"data-35/unkn59.RData",47,15,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 2-5",0.241932425054498,187,3.96238924933225,3.27590441496355,125,100,3,12,7,1.82000562224252,2,"data-35/unkn59.RData",107,47,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 2-2",0.226641923329367,396,1.80486648232895,2.32508223305806,200,100,5,11,8,4.92868766871711,3,"data-35/unkn59.RData",20,60,60,TRUE
"Ukn Bullet Q-5","Br3 Bullet 2-4",0.216254131925124,169,3.39408291134884,2.83033117662498,125,100,5,8,5,6.30679730099157,2,"data-35/unkn59.RData",46,14,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 1-4",0.290167109389958,82,1.63740778643258,2.21670987278181,212.5,100,2,16,11,2.58664467571785,1,"data-35/unkn59.RData",76,28,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 2-6",0.141634629620471,169,3.62013928430684,3.09088253130161,100,100,4,14,11,5.677810959597,2,"data-35/unkn59.RData",108,48,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 1-5",0.287987906777552,127,1.17737694045587,1.80448649936027,212.5,100,3,16,10,3.34193278589839,2,"data-35/unkn59.RData",113,53,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 1-5",0.314553268263577,182,1.87783486632494,2.35626900872621,112.5,100,1,13,12,0.990022840977296,1,"data-35/unkn59.RData",101,47,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 2-3",0.293436098469176,150,1.27509792961173,1.90612858765222,112.5,100,6,12,11,3.81658439822109,5,"data-35/unkn59.RData",21,55,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 2-4",0.391035431011264,222,2.76687839413789,2.77199607862052,200,100,7,11,5,6.83704105040851,5,"data-35/unkn59.RData",82,25,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 1-5",0.266130731063276,142,2.91642990533612,2.69757962961959,125,100,6,11,4,5.09466728642315,4,"data-35/unkn59.RData",65,23,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 1-1",0.280589796992315,93,2.18909231806427,2.44598046971878,150,100,3,17,9,3.38433390729722,3,"data-35/unkn59.RData",97,43,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 2-1",0.257105652247435,242,2.71923329540577,2.70720621808153,162.5,100,11,7,3,11.2628428034605,5,"data-35/unkn59.RData",115,54,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 1-2",0.26595683334533,26,2.37959542482747,2.55999619064422,125,100,5,9,4,8.6071624673464,2,"data-35/unkn59.RData",38,14,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 2-4",0.351462595701777,351,2.79424490356217,2.93741435444779,237.5,100,3,15,6,1.78043252475644,2,"data-35/unkn59.RData",118,51,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 2-5",0.243210122569986,284,1.79816681527945,2.10937600213332,137.5,100,3,16,8,1.96423724827793,2,"data-35/unkn59.RData",35,10,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 1-6",0.412038151464365,401,2.14413734984296,2.75101916436302,112.5,100,6,15,5,7.04494839803258,3,"data-35/unkn59.RData",30,12,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 1-6",0.237230333695548,100,1.22026226109888,1.75121806284229,100,100,4,14,7,3.24766499085833,2,"data-35/unkn59.RData",90,36,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 2-4",0.320708249349939,295,1.86861996478242,2.37416974140925,112.5,100,4,13,6,5.30213666672606,3,"data-35/unkn59.RData",22,56,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 2-2",0.310846135597729,203,4.22145216653912,3.21563036631037,187.5,100,8,9,4,11.039340735198,5,"data-35/unkn59.RData",104,44,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 1-1",0.298884584005646,355,2.76337859696702,2.65673066790711,137.5,100,5,14,6,6.59232816410439,3,"data-35/unkn59.RData",85,31,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 2-3",0.257065262542997,174,1.95272897422904,2.34217223022521,125,100,2,13,13,3.07757499036961,2,"data-35/unkn59.RData",33,8,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 1-4",0.229544205467688,25,1.74437698551295,2.37293718378564,150,100,6,14,6,3.68604451731644,4,"data-35/unkn59.RData",112,52,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 2-1",0.456974261528977,303,4.80483811313449,3.53362737420224,100,100,0,17,17,0,0,"data-35/unkn59.RData",103,43,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 2-1",0.183869623145515,140,1.24992790601763,1.72110528051981,137.5,100,3,14,11,2.31533068818085,3,"data-35/unkn59.RData",67,23,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 2-6",0.367632908547534,303,4.72147577153645,3.44285873005549,100,100,5,10,6,4.08261179972863,4,"data-35/unkn59.RData",48,16,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 1-6",0.255213564429388,207,2.38871565938355,2.61604857448914,187.5,100,9,9,5,8.79457018564333,4,"data-35/unkn59.RData",18,60,60,TRUE
"Ukn Bullet Q-5","Br5 Bullet 2-6",0.443051756698861,37,1.60472812198836,2.44676953966815,150,100,0,15,15,0,0,"data-35/unkn59.RData",72,22,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 1-5",0.371891717831577,200,2.12679098574568,2.56105226800859,125,100,7,9,4,10.0142549529742,3,"data-35/unkn59.RData",41,17,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 1-3",0.26765060516384,163,2.25489020150366,2.70631640427724,187.5,100,3,15,13,3.70473428480482,3,"data-35/unkn59.RData",87,33,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 2-6",0.337939041674495,143,1.93565034716866,2.6706453466968,137.5,100,4,16,9,2.73296659968316,2,"data-35/unkn59.RData",36,11,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 2-2",0.153174184467757,161,4.4894883749437,3.30257631642583,100,100,4,10,5,4.60854663601496,1,"data-35/unkn59.RData",32,7,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 2-4",0.192671758897003,76,3.25909236034251,2.83909681734219,125,100,4,16,6,4.86775872862906,3,"data-35/unkn59.RData",106,46,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 2-3",0.354033034177331,225,2.86239404392783,2.76824787230285,175,100,5,13,6,3.88238932049926,2,"data-35/unkn59.RData",105,45,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 2-5",0.254672678812037,52,2.50504067472568,2.50668537119495,125,100,4,18,7,3.4687409386616,2,"data-35/unkn59.RData",11,3,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 2-3",0.22307533099652,211,3.77977673096787,2.97981745740404,112.5,100,4,13,9,1.78942204078224,2,"data-35/unkn59.RData",69,19,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 1-2",0.218545777285785,340,1.53481827328132,1.8933591258746,100,100,0,17,17,0,0,"data-35/unkn59.RData",2,2,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 2-3",0.168943567594599,401,2.60258569467258,2.77254350269392,150,100,1,12,9,0.963870227555131,1,"data-35/unkn59.RData",57,37,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 2-1",0.193754404050393,398,2.1959861189247,2.44961311440225,100,100,5,14,9,5.81228359190202,2,"data-35/unkn59.RData",7,5,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 1-1",0.30141537726787,27,1.07891312337918,1.97607429402331,137.5,100,3,15,7,5.42960478997566,1,"data-35/unkn59.RData",61,19,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 1-5",0.236633412167414,114,2.15699586566597,2.4143763284758,125,100,3,15,11,2.90762964640728,2,"data-35/unkn59.RData",77,29,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 1-2",0.338214293451084,265,1.99957993185068,2.34284586517857,137.5,100,6,17,5,2.88075504576839,2,"data-35/unkn59.RData",74,26,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 2-5",0.171630329416234,22,1.78258446795112,2.33288493997717,100,100,6,9,8,5.09865308669839,5,"data-35/unkn59.RData",119,52,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 1-5",0.286140002519889,233,2.05838965431192,2.32631826505131,112.5,100,3,13,10,1.962525550907,3,"data-35/unkn59.RData",89,35,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 1-4",0.188908133132344,223,1.96775157950445,2.1887092592032,100,100,5,14,5,5.82680608785423,2,"data-35/unkn59.RData",52,40,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 2-1",0.250604105212763,348,1.43735698513668,1.78381296354498,137.5,100,4,18,11,4.50808145395035,3,"data-35/unkn59.RData",91,36,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 1-3",0.300670146251951,66,1.95341087750269,2.35286299935516,112.5,100,2,17,10,1.23787399766116,1,"data-35/unkn59.RData",111,51,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 1-3",0.379978605185152,201,1.52983920856247,2.19457680094623,100,100,8,9,5,6.6720357168191,5,"data-35/unkn59.RData",51,39,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 1-2",0.361444996473902,197,5.39038976811337,3.71864105745666,100,100,8,10,5,8.75969571568069,4,"data-35/unkn59.RData",98,44,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 2-3",0.264318251693515,369,3.71631764471745,2.86280476787759,150,100,3,14,7,7.25116466039538,1,"data-35/unkn59.RData",93,32,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 2-6",0.371724777935201,293,1.22002477237498,2.02595413078237,100,100,3,12,5,2.94205159542261,2,"data-35/unkn59.RData",96,35,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 1-1",0.271449233309702,354,5.66156572786422,3.37513285680401,112.5,100,0,20,20,0,0,"data-35/unkn59.RData",73,25,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 1-5",0.0889041132210815,64,3.20466217021043,2.57244270833861,100,100,4,16,8,3.45639296785671,2,"data-35/unkn59.RData",5,5,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 1-1",0.378871850767562,164,1.22165483584212,2.05166323625875,162.5,100,4,14,6,3.00871632723281,3,"data-35/unkn59.RData",37,13,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 1-3",0.390406385046212,258,6.33007202902728,3.74735287290114,150,100,1,12,6,3.22501176663083,1,"data-35/unkn59.RData",75,27,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 1-4",0.236032172371882,201,2.29417326474802,3.00737318689984,100,100,5,15,7,8.41918284366694,2,"data-35/unkn59.RData",16,58,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 1-2",0.288221328162585,281,1.13857950427999,1.53073822239904,125,100,4,17,10,3.47317838684698,3,"data-35/unkn59.RData",50,38,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 1-1",0.201224545873469,23,2.75746117701551,2.70235381069322,112.5,100,2,14,12,2.51159072108902,2,"data-35/unkn59.RData",49,37,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 1-2",0.224192753145088,168,2.46658787089736,2.51986245885403,162.5,100,3,13,9,2.89120406489767,1,"data-35/unkn59.RData",26,8,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 2-6",0.236125331492461,382,2.30770850464538,2.43615148548212,112.5,100,3,12,6,3.25118742919854,2,"data-35/unkn59.RData",60,40,60,FALSE
"Ukn Bullet Q-5","Br4 Bullet 2-4",0.195753430410534,272,2.37139464539525,2.26151878881342,150,100,3,14,6,2.90723278382922,2,"data-35/unkn59.RData",58,38,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 2-2",0.237454051604271,276,3.0594895029451,2.66053257968227,175,100,1,16,13,1.21293777473804,1,"data-35/unkn59.RData",92,31,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 1-1",0.26643634079091,285,2.12367711572504,2.33968438671032,125,100,2,18,12,2.57954782584469,1,"data-35/unkn59.RData",25,7,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 2-6",0.133806890791072,79,1.64443983268446,2.03719578854196,100,100,2,18,7,1.61748995028834,1,"data-35/unkn59.RData",12,4,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 2-5",0.197268298542669,298,2.23309510599453,2.29415272700966,112.5,100,4,17,12,3.76717076287003,3,"data-35/unkn59.RData",71,21,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 1-3",0.439845184238379,20,2.33402286406144,2.80939770908616,137.5,100,0,17,17,0,0,"data-35/unkn59.RData",39,15,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 2-2",0.176930865453958,147,2.30025689683898,2.39303646404056,125,100,3,11,7,3.68218081716046,2,"data-35/unkn59.RData",68,24,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 2-3",0.230432844187378,67,2.50410103352577,2.59500624244491,175,100,1,19,15,1.03033209316311,1,"data-35/unkn59.RData",81,30,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 1-2",0.52202437686984,358,1.23392679658202,2.4594652093173,150,100,3,16,9,5.35340132117256,1,"data-35/unkn59.RData",86,32,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 2-6",0.343460096890675,22,1.55761362668937,2.40646185171617,125,100,4,17,7,3.66446650470972,3,"data-35/unkn59.RData",24,58,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 2-5",0.323638525800055,201,2.91851607107992,2.7614992935683,100,100,1,14,8,1.5119201628644,1,"data-35/unkn59.RData",23,57,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 1-5",0.389472896725958,124,3.28045698036275,2.98112711634389,100,100,6,16,5,8.00059163264775,3,"data-35/unkn59.RData",17,59,60,FALSE
"Ukn Bullet Q-5","Br7 Bullet 2-5",0.211005420448416,104,3.70754637064274,3.32682138979636,137.5,100,1,17,13,2.3747396688942,1,"data-35/unkn59.RData",95,34,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 2-4",0.300041684729656,277,2.22808941895502,2.48734334164607,125,100,5,10,7,4.0995208691242,3,"data-35/unkn59.RData",10,2,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 1-6",0.310722777919848,164,1.35701940260618,2.01941836260073,112.5,100,2,15,13,3.237375084196,2,"data-35/unkn59.RData",102,48,60,FALSE
"Ukn Bullet Q-5","Br8 Bullet 1-3",0.372577442801324,223,1.51427110293417,2.15420130365179,137.5,100,8,8,2,6.12372468235643,3,"data-35/unkn59.RData",99,45,60,FALSE
"Ukn Bullet Q-5","Br2 Bullet 1-4",0.316365950265098,252,2.88732506062083,2.88954404029318,175,100,3,9,5,1.83393628574344,2,"data-35/unkn59.RData",28,10,60,FALSE
"Ukn Bullet Q-5","Br10 Bullet 1-2",0.231065553726085,296,1.79606055542499,2.20611510408983,175,100,4,14,6,4.09600490897496,2,"data-35/unkn59.RData",14,56,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 2-2",0.247690187746662,125,2.03678243270284,2.53317765760146,175,100,4,18,8,4.25337041707427,2,"data-35/unkn59.RData",80,29,60,FALSE
"Ukn Bullet Q-5","Br6 Bullet 2-1",0.439722543619823,29,2.58553442937495,2.93473010923306,137.5,100,4,12,8,6.56958284918104,4,"data-35/unkn59.RData",79,28,60,FALSE
"Ukn Bullet Q-5","Br5 Bullet 1-6",0.221318404979188,140,1.98473495048921,2.26700714723661,137.5,100,4,9,7,4.38253525168804,2,"data-35/unkn59.RData",66,24,60,FALSE
"Ukn Bullet Q-5","Br1 Bullet 1-1",0.258667371619696,88,1.82910053335324,2.33068270411429,100,100,11,8,5,10.1793595094976,11,"data-35/unkn59.RData",1,1,60,FALSE
"Ukn Bullet Q-5","Br3 Bullet 2-2",0.182228490539387,183,1.51394507967771,1.94712146775603,162.5,100,7,9,4,5.84217752621406,5,"data-35/unkn59.RData",44,18,60,FALSE
"Ukn Bullet Q-5","Br9 Bullet 2-2",0.225908367759766,42,3.5773550754053,2.84607021090969,162.5,100,0,17,17,0,0,"data-35/unkn59.RData",116,49,60,FALSE
"Ukn Bullet Q-6","Br4 Bullet 2-1",0.291949586019609,208,1.61083038933313,1.95714849520591,162.5,112.5,1,16,16,0.813421677897263,1,"data-35/unkn60.RData",55,41,55,FALSE
"Ukn Bullet Q-6","Br7 Bullet 1-2",0.243627575009965,335,1.91831228507472,2.08623088509899,150,112.5,9,14,6,8.34206079194009,6,"data-35/unkn60.RData",86,32,55,FALSE
"Ukn Bullet Q-6","Br10 Bullet 2-1",0.296538317160826,364,1.2126882826116,1.79402904253151,150,112.5,4,14,10,4.07659130983345,4,"data-35/unkn60.RData",19,59,55,FALSE
