"bulletland","x","sd","ccf","bullet","land","meantree","meanforest","maxtree","maxforest","foundmatch"
"Ukn Bullet B-5",175,2.36284933933632,0.79095877778303,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",200,2.20567812646809,0.939678753199898,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",225,2.37230903588297,0.983529983062566,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",250,2.43940410331716,0.979746519772095,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",275,2.46556375555872,0.945086247745442,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",300,2.50777296855724,0.987000362427842,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",325,2.64357853207419,0.950572373186385,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",350,2.64679516201398,0.987655603974584,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",375,2.59906970532014,0.995020083352717,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",400,2.59447546054559,0.988065251761085,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",425,2.5608460952255,0.658667325278398,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",450,1.65494207421345,0.988993289241045,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",475,1.62190604205277,0.985737583775254,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-5",500,1.57518300379369,NA,"Ukn Bullet B","5",0.378571428571429,0.365443542209285,0.7,0.411214953271028,TRUE
"Ukn Bullet B-6",25,0.999733803820444,0.571421577526165,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",50,2.2261100842725,0.272474770980444,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",75,2.0779689232744,0.827417870354446,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",100,1.80396765360172,0.780250636903988,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",125,2.07949981425819,0.853675276987572,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",150,2.33350057723466,0.86220614817213,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",175,2.169910876555,0.937683981692048,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",200,2.2537772821296,0.919080635961493,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",225,2.28891541262855,0.948565979788797,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",250,2.34561988521886,0.995974600082885,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",275,2.33817873255282,0.995444339145524,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",300,2.40500406818833,0.990437818684654,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",325,2.46240284913205,0.99424115366911,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",350,2.43359554644256,0.978289113435373,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",375,2.41699097843495,0.906499370352223,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",400,2.36550007454661,0.850822774851954,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",425,2.35619737478319,0.695210375967626,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",450,1.44480774170728,0.968487211371369,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",475,1.3574809697371,0.973297822841374,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet B-6",500,1.25182030081749,NA,"Ukn Bullet B","6",0.00452147701582517,0.0950051055139548,0.00452147701582517,0.163461538461538,FALSE
"Ukn Bullet C-1",25,1.38287007146346,0.234103083307505,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",50,1.71402833407183,0.369190372658483,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",75,2.1346108511708,0.374374957318272,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",100,2.45688814146611,0.244053992626152,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",125,1.82719346937948,0.693998685627135,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",150,2.00766930563824,0.836330169814561,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",175,1.49603716646513,0.978808156962344,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",200,1.54854608914074,0.987949768064646,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",225,1.55142468159897,0.993897116241954,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",250,1.53327676723663,0.988221525716151,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",275,1.43977183661297,0.977376042097912,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",300,1.37825798877904,0.963750937079727,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",325,1.28573584626956,0.942251992235805,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",350,1.2267938148621,0.920254528864682,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",375,1.09566891527928,0.953600216295188,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",400,1.02549776183816,0.928231847031751,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",425,1.02525346659936,0.968720992075366,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",450,1.04678291145278,0.975598975839008,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",475,1.10682302046952,0.968683491875707,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-1",500,1.20603057087064,NA,"Ukn Bullet C","1",1,0.995762711864407,1,1,TRUE
"Ukn Bullet C-2",25,1.83480384168728,0.530612690388269,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",50,1.5390997902041,0.292577998125599,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",75,1.54103598067687,0.2501778400509,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",100,2.25587928443194,0.32621761204849,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",125,1.05348780970497,0.927635945640378,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",150,0.922936416848813,0.971708202869152,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",175,0.968578647171017,0.990794863935704,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",200,1.00308674940213,0.977922366030034,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",225,1.04579808337827,0.370945373256062,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",250,2.18291786378944,0.991559465461423,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",275,2.25427758617126,0.989501654076826,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",300,2.30408732395195,0.985722249780683,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",325,2.27586941175281,0.994751926737232,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",350,2.28315326206952,0.297399013979225,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",375,0.886672941072741,0.843821289586754,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",400,0.99020184878615,0.837477321115607,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",425,1.04095347273668,0.736289486418435,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",450,1.01220819623902,0.879785111513404,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",475,1.11229159984058,0.855725933376344,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-2",500,1.18716349381769,NA,"Ukn Bullet C","2",1,0.970920463032114,1,0.990384615384615,TRUE
"Ukn Bullet C-3",25,2.23003685822005,0.281624983062832,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",50,1.87927473708424,0.547503089892858,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",75,2.3566136614076,0.400029769458438,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",100,1.59727974472121,0.862626368669549,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",125,1.43229107519084,0.982783556488502,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",150,1.42398423535053,0.968769123478889,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",175,1.37337499786734,0.962508395951235,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",200,1.31304949228857,0.955018147975685,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",225,1.30134086308974,0.98282431545585,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",250,1.25962770428685,0.98454231660117,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",275,1.25258969788531,0.964020619499396,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",300,1.21724450711256,0.964196081098782,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",325,1.16376565103824,0.943795596617117,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",350,1.14478484332548,0.962441118969075,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",375,1.19823152627517,0.932202032149313,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",400,1.21052232116236,0.939919469643721,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",425,1.20800582519814,0.966127070973311,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",450,1.25291417649652,0.962671033156834,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",475,1.25146918686845,0.934296074447267,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-3",500,1.3016482113802,NA,"Ukn Bullet C","3",1,1,1,1,TRUE
"Ukn Bullet C-4",25,1.96814730390877,0.475661807367911,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
"Ukn Bullet C-4",50,1.9824606476962,0.300839805296997,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
"Ukn Bullet C-4",75,1.96316152930052,0.461678006278414,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
"Ukn Bullet C-4",100,2.79537957252099,0.874346426759215,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
"Ukn Bullet C-4",125,2.74806605883949,0.683407172593546,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
"Ukn Bullet C-4",150,2.7148692585021,0.515074304362625,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
"Ukn Bullet C-4",175,2.15003737506848,0.739154607505633,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
"Ukn Bullet C-4",200,2.12131686226461,0.831642142275373,"Ukn Bullet C","4",0.502260738507913,0.476175326970661,1,0.934959349593496,TRUE
