"b2","b1","ccf","lag","D","sd.D","x1","x2","num.matches","num.mismatches","cms","cms2","non_cms","left_cms","right_cms","left_noncms","right_noncms","sumpeaks","data","resID","id.x","id.y","match","span","forest"
"Ukn Bullet F-5","Br8 Bullet 1-6",0.218688350546039,231,3.87523694007573,3.186068713787,125,125,7,17,3,2,13,2,0,0,2,9.22957551628168,"data-new-25-25/unkn29.RData",102,48,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 1-6",0.218642101278812,73,4.8997373275333,2.86789234273528,100,125,3,16,2,1,11,0,0,11,4,4.88931042462881,"data-new-25-25/unkn29.RData",90,36,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 2-4",0.265517445026061,7,4.8985920666833,2.69327921133617,175,125,3,20,1,1,6,0,0,3,6,3.01115571433762,"data-new-25-25/unkn29.RData",58,38,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 2-3",0.383363333064155,116,4.4521477457884,3.26125991325934,175,125,5,16,2,1,7,0,0,7,1,8.27716301249588,"data-new-25-25/unkn29.RData",45,13,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 1-2",0.213891539960357,316,3.63023873579738,3.32278938398281,175,125,4,23,3,1,9,0,0,9,6,5.62248562224554,"data-new-25-25/unkn29.RData",14,56,5,FALSE,25,0
"Ukn Bullet F-5","Br2 Bullet 2-2",0.477715080534191,46,3.88338277918764,4.03091728784419,150,125,2,20,1,1,10,0,0,9,10,0.899953972298169,"data-new-25-25/unkn29.RData",32,7,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 1-3",0.350464659449922,135,7.90817416988756,4.91882972426464,350,125,3,14,1,1,7,0,0,1,3,6.08546671755625,"data-new-25-25/unkn29.RData",15,57,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 2-3",0.239613660782693,217,3.55580857515501,2.96418058869947,125,125,6,14,2,1,5,0,0,1,5,6.8662394915948,"data-new-25-25/unkn29.RData",21,55,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 2-2",0.236194836743471,2,4.88181695642208,3.52452330151324,200,125,5,17,3,2,14,0,0,2,14,5.3673916035942,"data-new-25-25/unkn29.RData",92,31,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 1-3",0.366896103572772,288,3.91907231066093,4.01502969401982,150,125,8,15,2,1,4,0,0,1,4,14.7488349001587,"data-new-25-25/unkn29.RData",39,15,5,FALSE,25,0.00952380952380952
"Ukn Bullet F-5","Br5 Bullet 2-3",0.131417368200919,49,5.86499638859137,3.1203831807498,150,125,3,15,2,1,11,0,0,11,2,6.91139649251499,"data-new-25-25/unkn29.RData",69,19,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 1-5",0.324415997500297,69,4.4125915382477,3.31379648503812,200,125,4,17,3,1,11,0,0,5,1,8.91825814301895,"data-new-25-25/unkn29.RData",17,59,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 2-2",0.450591360663904,123,7.41265866717145,4.62932643871317,175,125,2,17,1,1,9,0,0,9,3,5.07682918772424,"data-new-25-25/unkn29.RData",56,42,5,FALSE,25,0
"Ukn Bullet F-5","Br8 Bullet 2-4",0.474554517017065,138,6.25752006566605,4.16909640132224,325,125,5,13,3,1,5,0,0,1,4,6.38498628312108,"data-new-25-25/unkn29.RData",106,46,5,FALSE,25,0
"Ukn Bullet F-5","Br6 Bullet 2-2",0.30309568045319,158,4.94410433267174,3.51238361066866,200,125,6,18,4,2,11,0,0,11,1,7.12144766172203,"data-new-25-25/unkn29.RData",80,29,5,FALSE,25,0
"Ukn Bullet F-5","Br1 Bullet 2-3",0.345218039073169,113,15.2960032553729,5.14896887045264,200,125,2,21,1,1,9,0,0,9,6,4.70141377516868,"data-new-25-25/unkn29.RData",9,1,5,FALSE,25,0.032
"Ukn Bullet F-5","Br10 Bullet 1-6",0.439235668160476,106,3.99037919503825,3.57453652316818,200,125,3,21,1,1,15,0,0,4,1,8.82035487260893,"data-new-25-25/unkn29.RData",18,60,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 2-6",0.502911355712069,4,3.23009316911961,4.1337595893822,125,125,2,15,2,1,11,0,0,4,11,1.23786441406401,"data-new-25-25/unkn29.RData",48,16,5,FALSE,25,0.0181818181818182
"Ukn Bullet F-5","Br10 Bullet 1-4",0.646027454191016,201,3.49258919907856,4.45334383756137,175,125,2,20,1,1,10,0,0,10,1,6.04117226503837,"data-new-25-25/unkn29.RData",16,58,5,FALSE,25,0.029126213592233
"Ukn Bullet F-5","Br5 Bullet 2-5",0.301528671580251,201,4.45480133369307,3.44067988051374,125,125,5,17,2,1,7,0,0,7,2,6.33784404760544,"data-new-25-25/unkn29.RData",71,21,5,FALSE,25,0
"Ukn Bullet F-5","Br9 Bullet 2-1",0.313759863541007,280,3.88195916577029,3.66544470008996,175,125,5,14,3,2,7,0,0,1,6,5.83453865693962,"data-new-25-25/unkn29.RData",115,54,5,FALSE,25,0
"Ukn Bullet F-5","Br2 Bullet 2-3",0.422023736548597,126,3.79701206226373,3.45884651011819,125,125,2,13,1,1,6,0,0,3,4,3.81332860562759,"data-new-25-25/unkn29.RData",33,8,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 2-3",0.356447425484757,202,4.65770083843935,3.8892177825869,150,125,6,13,2,1,8,2,0,0,1,14.4576679919949,"data-new-25-25/unkn29.RData",57,37,5,FALSE,25,0.0188679245283019
"Ukn Bullet F-5","Br4 Bullet 2-5",0.234240627189342,25,5.27106980645749,3.27369398404326,125,125,4,21,2,1,10,0,0,10,6,5.82760651892385,"data-new-25-25/unkn29.RData",59,39,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 2-2",0.442127196320417,85,3.97212084423951,3.44175651295104,200,125,2,19,1,1,7,0,0,5,7,3.54054260002195,"data-new-25-25/unkn29.RData",20,60,5,FALSE,25,0.0087719298245614
"Ukn Bullet F-5","Br8 Bullet 1-4",0.387570639295221,183,4.54063461492577,3.76595555472635,175,125,3,16,1,1,9,0,1,9,0,9.07992948952564,"data-new-25-25/unkn29.RData",100,46,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 2-3",0.292552928631468,222,5.2364302602258,3.97947904777057,150,125,3,16,2,1,11,0,0,11,1,6.47528601248165,"data-new-25-25/unkn29.RData",93,32,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 1-2",0.274452613580433,1,5.4515847650373,3.57613948921028,150,125,3,17,1,1,5,0,0,5,5,3.08180027962073,"data-new-25-25/unkn29.RData",86,32,5,FALSE,25,0
"Ukn Bullet F-5","Br6 Bullet 2-5",0.232947861847132,255,3.97192216419053,3.42084208423545,175,125,6,16,5,3,8,0,0,3,5,8.61759346957844,"data-new-25-25/unkn29.RData",83,26,5,FALSE,25,0
"Ukn Bullet F-5","Br8 Bullet 1-3",0.4443370844374,205,3.57104382421617,3.3870545512176,150,125,0,19,0,0,19,0,0,19,19,0,"data-new-25-25/unkn29.RData",99,45,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 2-6",0.237207417932453,304,3.36680384045532,3.20232182378822,200,125,1,20,1,1,17,0,0,3,17,0.968164594641998,"data-new-25-25/unkn29.RData",60,40,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 2-6",0.283827565979165,179,4.07180853542329,3.14262841067535,100,125,6,18,3,2,7,0,0,2,7,7.72414068000897,"data-new-25-25/unkn29.RData",96,35,5,FALSE,25,0
"Ukn Bullet F-5","Br6 Bullet 2-4",0.237934515621744,1,5.37974459773741,3.87644646225967,225,125,1,27,1,0,16,0,0,16,11,2.46169141382549,"data-new-25-25/unkn29.RData",82,25,5,FALSE,25,0.00952380952380952
"Ukn Bullet F-5","Br4 Bullet 1-2",0.165785863429738,323,3.24125487699295,2.64741250229202,125,125,6,21,2,1,8,0,0,4,8,7.21221739710402,"data-new-25-25/unkn29.RData",50,38,5,FALSE,25,0
"Ukn Bullet F-5","Br9 Bullet 1-3",0.442532795983394,104,4.3563553470983,3.51515082404385,125,125,6,13,4,2,7,0,0,4,2,10.7811746042703,"data-new-25-25/unkn29.RData",111,51,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 1-6",0.217280114981751,176,4.1133627729151,2.92260539824508,125,125,3,17,3,2,14,0,0,14,3,4.58424815740449,"data-new-25-25/unkn29.RData",42,18,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 1-1",0.161940086968149,28,5.07012925756339,3.06111973904173,200,125,5,18,3,2,13,0,0,13,3,5.91610821221722,"data-new-25-25/unkn29.RData",13,55,5,FALSE,25,0
"Ukn Bullet F-5","Br5 Bullet 2-2",0.515189211464359,199,3.15720134801848,3.50971074393354,125,125,6,15,3,1,6,1,0,0,1,12.6084820797176,"data-new-25-25/unkn29.RData",68,24,5,FALSE,25,0.00884955752212389
"Ukn Bullet F-5","Br6 Bullet 2-3",0.559586884744169,230,3.48239001085074,4.25607619059311,200,125,4,17,2,1,12,0,0,2,1,10.5204844536714,"data-new-25-25/unkn29.RData",81,30,5,FALSE,25,0.00952380952380952
"Ukn Bullet F-5","Br2 Bullet 2-6",0.339069257315291,94,5.05420156491117,3.57833879050662,175,125,3,18,2,1,8,0,0,8,5,4.93789032846181,"data-new-25-25/unkn29.RData",36,11,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 1-4",0.378328070941577,276,8.29246175484093,4.97186955268151,350,125,1,17,1,0,14,0,0,14,3,3.0979382748705,"data-new-25-25/unkn29.RData",40,16,5,FALSE,25,0.0172413793103448
"Ukn Bullet F-5","Br2 Bullet 1-1",0.148705681344842,306,4.29579523513579,3.41616961242641,150,125,2,25,2,1,23,0,0,2,23,2.3318176165086,"data-new-25-25/unkn29.RData",25,7,5,FALSE,25,0
"Ukn Bullet F-5","Br5 Bullet 2-4",0.200410645314284,401,3.1258302292072,3.46298642314509,150,125,2,19,1,1,11,0,0,11,2,1.69525960613247,"data-new-25-25/unkn29.RData",70,20,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 2-1",0.446046845297686,278,2.81514878232475,3.48071003073264,175,125,4,20,4,2,11,0,0,11,9,5.36911035891078,"data-new-25-25/unkn29.RData",55,41,5,FALSE,25,0
"Ukn Bullet F-5","Br2 Bullet 1-2",0.412510606670821,118,4.58630618192029,3.65790778813151,150,125,7,13,4,2,9,0,0,1,2,8.26168649599794,"data-new-25-25/unkn29.RData",26,8,5,FALSE,25,0
"Ukn Bullet F-5","Br8 Bullet 1-2",0.325623888815425,201,5.59328841329636,4.18959905452133,125,125,1,17,1,1,9,0,0,8,9,0.961500158993746,"data-new-25-25/unkn29.RData",98,44,5,FALSE,25,0
"Ukn Bullet F-5","Br9 Bullet 1-5",0.256904974020615,1,5.04731446487915,2.93648781323564,225,125,5,14,2,1,9,0,0,9,2,5.22318446953505,"data-new-25-25/unkn29.RData",113,53,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 2-4",0.282419699359404,250,4.67064721226682,3.94700545651796,125,125,4,16,2,1,11,0,0,1,4,10.0422130626384,"data-new-25-25/unkn29.RData",46,14,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 1-5",0.434907005229468,269,2.93122479461725,3.67772654790157,125,125,10,17,4,2,8,0,0,2,8,17.9830218430124,"data-new-25-25/unkn29.RData",41,17,5,FALSE,25,0.0467289719626168
"Ukn Bullet F-5","Br4 Bullet 1-5",0.461586293185871,258,2.81857388578664,3.50095506052095,100,125,6,19,4,2,9,0,0,4,9,8.27836120416559,"data-new-25-25/unkn29.RData",53,41,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 2-6",0.489252781131953,269,2.73446894610252,3.52313613160915,125,125,8,18,3,2,6,0,0,5,3,12.8560578503717,"data-new-25-25/unkn29.RData",24,58,5,FALSE,25,0.0166666666666667
"Ukn Bullet F-5","Br1 Bullet 1-6",0.459348524616278,133,4.5653422907508,4.34458929781165,100,125,2,16,2,1,12,0,0,4,12,5.21706509765685,"data-new-25-25/unkn29.RData",6,6,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 2-5",0.301184565140253,279,3.05037775728938,3.55759620502032,250,125,1,20,1,1,18,0,0,2,18,1.39522804891924,"data-new-25-25/unkn29.RData",23,57,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 2-1",0.240857585275581,72,4.80051057841797,2.9394994932919,150,125,3,17,2,1,12,0,0,12,4,4.75082747648756,"data-new-25-25/unkn29.RData",91,36,5,FALSE,25,0
"Ukn Bullet F-5","Br2 Bullet 2-4",0.272759546175657,1,5.36092157949169,3.34739150625056,175,125,2,16,1,0,11,0,0,11,3,3.6617241767422,"data-new-25-25/unkn29.RData",34,9,5,FALSE,25,0
"Ukn Bullet F-5","Br1 Bullet 1-3",0.34740340989996,346,2.94147180022765,3.70758510277248,100,125,0,20,0,0,20,0,0,20,20,0,"data-new-25-25/unkn29.RData",3,3,5,FALSE,25,0
"Ukn Bullet F-5","Br2 Bullet 2-5",0.29457461439428,90,5.22999955477381,3.25546166276827,150,125,3,23,2,1,13,0,0,13,4,2.79144935403845,"data-new-25-25/unkn29.RData",35,10,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 1-6",0.40393198676579,132,4.85880529919846,3.87799065342779,100,125,1,17,1,0,9,0,0,8,9,0.329886564045779,"data-new-25-25/unkn29.RData",54,42,5,FALSE,25,0
"Ukn Bullet F-5","Br1 Bullet 2-1",0.433750474893833,198,3.51832231533883,3.56628739429523,100,125,16,8,6,3,3,2,0,0,1,26.4945247200078,"data-new-25-25/unkn29.RData",7,5,5,TRUE,25,0.877358490566038
"Ukn Bullet F-5","Br5 Bullet 1-2",0.183996907559566,118,5.68149865296964,3.60806481892811,150,125,0,19,0,0,19,0,0,19,19,0,"data-new-25-25/unkn29.RData",62,20,5,FALSE,25,0
"Ukn Bullet F-5","Br6 Bullet 2-6",0.245693547474402,314,3.57148431319738,3.34284237778223,125,125,2,24,1,1,15,0,0,15,5,4.86101581873675,"data-new-25-25/unkn29.RData",84,27,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 2-5",0.653983429119857,226,3.23144915433671,4.63528849879257,125,125,7,15,4,2,8,0,0,1,1,18.5293799804159,"data-new-25-25/unkn29.RData",95,34,5,FALSE,25,0.259615384615385
"Ukn Bullet F-5","Br9 Bullet 2-3",0.581602496501324,225,3.97004851474849,4.44024257519502,175,125,4,14,3,2,8,3,0,0,8,5.33780784541782,"data-new-25-25/unkn29.RData",117,50,5,FALSE,25,0.0674157303370786
"Ukn Bullet F-5","Br8 Bullet 1-5",0.209567395122203,162,5.28053383260703,3.31860423517026,100,125,1,20,1,1,20,0,1,20,0,3.7051702223614,"data-new-25-25/unkn29.RData",101,47,5,FALSE,25,0
"Ukn Bullet F-5","Br9 Bullet 1-4",0.310950761485027,275,3.4514400915209,3.48961146367862,150,125,8,15,4,2,4,0,0,2,3,14.9800134540179,"data-new-25-25/unkn29.RData",112,52,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 1-4",0.299150652585065,222,4.61183902503047,3.79687939193732,125,125,1,17,1,1,13,0,0,13,4,3.67973856889966,"data-new-25-25/unkn29.RData",88,34,5,FALSE,25,0
"Ukn Bullet F-5","Br9 Bullet 2-5",0.389910441699022,272,2.98035980688087,3.44955921987015,100,125,8,13,4,2,3,0,0,2,3,14.8029947378612,"data-new-25-25/unkn29.RData",119,52,5,FALSE,25,0.029126213592233
"Ukn Bullet F-5","Br9 Bullet 2-2",0.302780324087267,233,4.68289185077971,4.00602398002692,175,125,4,21,2,1,11,0,0,1,11,8.77862473650414,"data-new-25-25/unkn29.RData",116,49,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 1-1",0.343141145799022,191,4.53152353029722,3.78402215722415,125,125,5,14,2,1,9,1,0,0,1,10.9545596780492,"data-new-25-25/unkn29.RData",49,37,5,FALSE,25,0
"Ukn Bullet F-5","Br9 Bullet 2-4",0.260586010886934,1,6.82974697728787,4.15256630764958,550,125,3,23,3,1,16,0,0,16,7,3.87668585601187,"data-new-25-25/unkn29.RData",118,51,5,FALSE,25,0.0277777777777778
"Ukn Bullet F-5","Br8 Bullet 1-1",0.248672892942259,335,3.14105414790157,3.56265474961176,150,125,2,20,2,1,16,0,0,4,16,3.43204620379424,"data-new-25-25/unkn29.RData",97,43,5,FALSE,25,0
"Ukn Bullet F-5","Br1 Bullet 2-5",0.378097433557623,335,2.59664276765472,3.62335965108793,125,125,0,19,0,0,19,0,0,19,19,0,"data-new-25-25/unkn29.RData",11,3,5,FALSE,25,0
"Ukn Bullet F-5","Br5 Bullet 2-1",0.363135182345221,273,2.91695291180968,2.8199543615666,150,125,3,24,1,1,15,0,0,2,6,5.40833672483535,"data-new-25-25/unkn29.RData",67,23,5,FALSE,25,0
"Ukn Bullet F-5","Br4 Bullet 1-4",0.215836689861488,292,3.64330872466482,3.30538353909618,100,125,6,24,3,1,7,0,0,5,6,9.3984371645353,"data-new-25-25/unkn29.RData",52,40,5,FALSE,25,0
"Ukn Bullet F-5","Br7 Bullet 1-1",0.277595098249798,5,5.15490824332638,3.861391428776,125,125,7,16,4,2,14,0,0,1,14,10.4726583711863,"data-new-25-25/unkn29.RData",85,31,5,FALSE,25,0
"Ukn Bullet F-5","Br8 Bullet 2-6",0.690483520671287,227,2.23659007893401,4.20755681119459,100,125,7,12,3,1,9,2,0,0,1,23.6769544521217,"data-new-25-25/unkn29.RData",108,48,5,FALSE,25,0.275
"Ukn Bullet F-5","Br9 Bullet 1-1",0.423188400344523,205,5.25328020242953,4.25797602692606,175,125,0,15,0,0,15,0,0,15,15,0,"data-new-25-25/unkn29.RData",109,49,5,FALSE,25,0
"Ukn Bullet F-5","Br5 Bullet 1-1",0.232903578569317,48,5.50317313174815,3.1549573619529,150,125,1,19,1,1,13,0,0,13,6,2.96010165487307,"data-new-25-25/unkn29.RData",61,19,5,FALSE,25,0
"Ukn Bullet F-5","Br5 Bullet 1-6",0.469811982511531,197,3.39874240978365,3.43777432633639,150,125,5,14,2,1,5,0,0,4,2,8.40532469902596,"data-new-25-25/unkn29.RData",66,24,5,FALSE,25,0
"Ukn Bullet F-5","Br1 Bullet 2-4",0.326287161518517,343,2.72889149385314,3.0199285726402,150,125,6,20,2,1,9,0,0,5,9,5.88507473501264,"data-new-25-25/unkn29.RData",10,2,5,FALSE,25,0
"Ukn Bullet F-5","Br10 Bullet 2-1",0.313088692737555,79,4.31731921740245,3.2839376466428,150,125,6,18,3,2,10,0,0,10,1,14.0817117553591,"data-new-25-25/unkn29.RData",19,59,5,FALSE,25,0
"Ukn Bullet F-5","Br3 Bullet 2-1",0.485134940750211,267,2.84789833858003,3.77431022759291,175,125,8,18,3,2,7,0,0,2,7,14.3621151812092,"data-new-25-25/unkn29.RData",43,17,5,FALSE,25,0
"Ukn Bullet F-5","Br2 Bullet 1-3",0.205808325855812,22,5.08355832738126,3.38558688778551,150,125,1,22,1,0,19,0,0,19,3,2.93382964859978,"data-new-25-25/unkn29.RData",27,9,5,FALSE,25,0
"Ukn Bullet F-5","Br9 Bullet 1-2",0.547216949844206,283,6.10062099954105,5.26459265048734,175,125,4,15,2,1,6,0,0,2,6,12.3792602912002,"data-new-25-25/unkn29.RData",110,50,5,FALSE,25,0.02
"Ukn Bullet F-5","Br4 Bullet 1-3",0.172012051957048,46,5.53320942997342,3.31125108083921,100,125,3,20,1,1,10,0,0,10,3,5.23575232623033,"data-new-25-25/unkn29.RData",51,39,5,FALSE,25,0
"Ukn Bullet F-6","Br6 Bullet 2-4",0.164166781788152,277,5.06159381305286,3.37462413928004,225,100,6,18,3,2,10,0,0,4,1,7.73050354419992,"data-new-25-25/unkn30.RData",82,25,6,FALSE,25,0
"Ukn Bullet F-6","Br9 Bullet 1-5",0.298942521717174,23,2.99977726505437,2.43466549025601,225,100,7,18,5,3,11,0,0,11,3,5.35893044838151,"data-new-25-25/unkn30.RData",113,53,6,FALSE,25,0
"Ukn Bullet F-6","Br10 Bullet 2-5",0.515865863889951,201,2.37228688323987,3.0557738820407,250,100,0,21,0,0,21,0,0,21,21,0,"data-new-25-25/unkn30.RData",23,57,6,FALSE,25,0
"Ukn Bullet F-6","Br6 Bullet 1-2",0.395825484568337,236,3.34278101064289,3.11419404756178,150,100,4,18,2,1,7,0,0,6,2,5.37950651435311,"data-new-25-25/unkn30.RData",74,26,6,FALSE,25,0
"Ukn Bullet F-6","Br3 Bullet 2-3",0.455966237153709,162,2.42742776404792,2.75943759027972,175,100,5,19,2,1,6,0,0,1,5,5.97032384299096,"data-new-25-25/unkn30.RData",45,13,6,FALSE,25,0
"Ukn Bullet F-6","Br3 Bullet 2-5",0.513940601796186,339,4.13547027173252,3.99456435320714,175,100,6,18,3,2,9,0,0,4,5,9.98977430030057,"data-new-25-25/unkn30.RData",47,15,6,FALSE,25,0
"Ukn Bullet F-6","Br7 Bullet 2-4",0.231151798351172,163,3.58493723932249,3.03335750161267,100,100,7,17,5,2,8,0,5,4,0,8.86692321256809,"data-new-25-25/unkn30.RData",94,33,6,FALSE,25,0.00900900900900901
"Ukn Bullet F-6","Br4 Bullet 2-1",0.514307759093284,303,2.39992393715386,2.97888770775301,175,100,4,24,3,2,13,0,0,7,13,5.49442542050188,"data-new-25-25/unkn30.RData",55,41,6,FALSE,25,0
"Ukn Bullet F-6","Br5 Bullet 1-6",0.314867361374561,258,3.23248060652364,2.93595200335676,150,100,1,15,1,0,9,0,0,6,9,1.43362990596344,"data-new-25-25/unkn30.RData",66,24,6,FALSE,25,0
"Ukn Bullet F-6","Br9 Bullet 1-2",0.560315342384803,253,6.61659420576787,4.76277032750771,175,100,0,16,0,0,16,0,0,16,16,0,"data-new-25-25/unkn30.RData",110,50,6,FALSE,25,0.00952380952380952
"Ukn Bullet F-6","Br10 Bullet 1-5",0.234571646085215,57,3.50076060390394,2.81197416205849,200,100,1,21,1,0,12,0,0,9,12,0.808447824306782,"data-new-25-25/unkn30.RData",17,59,6,FALSE,25,0
"Ukn Bullet F-6","Br4 Bullet 2-3",0.126917000620619,165,5.32585977708011,3.38739545960728,150,100,3,18,2,1,9,0,0,7,2,2.39165413443687,"data-new-25-25/unkn30.RData",57,37,6,FALSE,25,0
"Ukn Bullet F-6","Br10 Bullet 1-4",0.420312607715025,219,4.18199157064718,3.95152151458174,175,100,4,17,2,1,9,0,0,1,2,12.74534382871,"data-new-25-25/unkn30.RData",16,58,6,FALSE,25,0
"Ukn Bullet F-6","Br8 Bullet 2-2",0.433489269971071,150,4.00353697460892,3.61299717091314,175,100,6,14,5,3,11,0,0,1,2,9.27033842115708,"data-new-25-25/unkn30.RData",104,44,6,FALSE,25,0
"Ukn Bullet F-6","Br2 Bullet 2-5",0.223161886211055,149,3.14403385042925,2.75363933978865,150,100,5,17,2,1,7,0,0,7,7,3.60559886666042,"data-new-25-25/unkn30.RData",35,10,6,FALSE,25,0
"Ukn Bullet F-6","Br8 Bullet 1-3",0.591788952079687,219,1.9930830753208,2.88523222823797,150,100,1,22,1,1,18,0,0,18,4,1.82935001571332,"data-new-25-25/unkn30.RData",99,45,6,FALSE,25,0.0655737704918033
"Ukn Bullet F-6","Br7 Bullet 1-5",0.522141028374825,232,4.04520224399471,3.75040489737379,175,100,2,16,1,1,8,0,0,3,8,2.6760460589877,"data-new-25-25/unkn30.RData",89,35,6,FALSE,25,0.0603448275862069
"Ukn Bullet F-6","Br10 Bullet 1-6",0.399765071053571,150,2.94079642615978,3.07271420018855,200,100,3,19,2,1,16,0,0,1,2,3.06621116896156,"data-new-25-25/unkn30.RData",18,60,6,FALSE,25,0
"Ukn Bullet F-6","Br7 Bullet 2-3",0.206856996052535,327,5.02021209019209,3.47765672479094,150,100,7,14,3,2,8,0,0,2,3,8.83005554779823,"data-new-25-25/unkn30.RData",93,32,6,FALSE,25,0
"Ukn Bullet F-6","Br6 Bullet 2-6",0.34441046674519,215,2.95579004979048,2.84102005480261,125,100,3,18,2,1,11,0,0,11,4,3.20828670435011,"data-new-25-25/unkn30.RData",84,27,6,FALSE,25,0
"Ukn Bullet F-6","Br4 Bullet 1-1",0.0980868705853527,156,5.2089840529934,3.28219983424452,125,100,1,22,1,1,15,0,0,7,15,0.0947521744531697,"data-new-25-25/unkn30.RData",49,37,6,FALSE,25,0
"Ukn Bullet F-6","Br3 Bullet 1-1",0.436921034128649,163,2.53151139160752,2.71772768525025,175,100,5,18,2,1,6,0,0,6,6,6.61119201505448,"data-new-25-25/unkn30.RData",37,13,6,FALSE,25,0
"Ukn Bullet F-6","Br5 Bullet 2-1",0.266855417825019,280,2.82438682299271,2.31813203858698,150,100,6,19,3,2,9,0,0,1,4,7.54290259912966,"data-new-25-25/unkn30.RData",67,23,6,FALSE,25,0
"Ukn Bullet F-6","Br4 Bullet 2-2",0.26581174836026,112,6.72414325660384,4.12750411573355,175,100,2,20,2,1,12,0,0,8,12,2.63035088492491,"data-new-25-25/unkn30.RData",56,42,6,FALSE,25,0
"Ukn Bullet F-6","Br1 Bullet 1-4",0.263395849802734,219,3.02646365523329,2.72752680891017,125,100,6,17,2,1,11,0,0,1,2,8.7886535074562,"data-new-25-25/unkn30.RData",4,4,6,FALSE,25,0
"Ukn Bullet F-6","Br10 Bullet 2-4",0.362126799508769,243,5.16095766181181,3.9264042974612,150,100,5,16,1,1,5,0,0,1,5,6.8643514507116,"data-new-25-25/unkn30.RData",22,56,6,FALSE,25,0
"Ukn Bullet F-6","Br3 Bullet 1-4",0.428538045645243,232,6.595031775147,4.47004722970188,350,100,3,21,2,1,15,0,0,2,15,3.94435653789028,"data-new-25-25/unkn30.RData",40,16,6,FALSE,25,0.00900900900900901
"Ukn Bullet F-6","Br8 Bullet 1-6",0.131204520742992,155,3.53830535460512,2.68424639080737,125,100,10,13,8,4,8,0,0,8,1,9.99001704897299,"data-new-25-25/unkn30.RData",102,48,6,FALSE,25,0
"Ukn Bullet F-6","Br3 Bullet 1-5",0.246284069773375,173,4.01170546004326,3.17590422492194,125,100,2,21,2,1,16,0,0,16,5,2.52435896407715,"data-new-25-25/unkn30.RData",41,17,6,FALSE,25,0
"Ukn Bullet F-6","Br8 Bullet 2-5",0.31490051213693,229,5.60115974713907,3.8907563718769,125,100,3,16,1,1,7,0,0,2,7,3.86849410055926,"data-new-25-25/unkn30.RData",107,47,6,FALSE,25,0.00909090909090909
"Ukn Bullet F-6","Br5 Bullet 2-2",0.267065749830999,261,3.47062278018159,3.00788842095392,125,100,3,15,1,0,7,0,0,5,7,6.01900834033411,"data-new-25-25/unkn30.RData",68,24,6,FALSE,25,0
"Ukn Bullet F-6","Br5 Bullet 1-4",0.438561671459123,362,2.49531808833799,2.93374517558126,150,100,1,19,1,1,11,0,0,11,8,2.4916868481368,"data-new-25-25/unkn30.RData",64,22,6,FALSE,25,0
"Ukn Bullet F-6","Br6 Bullet 1-3",0.311475738021487,217,2.93183213429156,2.81259584299722,225,100,8,14,6,3,10,1,0,0,1,10.4860725871644,"data-new-25-25/unkn30.RData",75,27,6,FALSE,25,0
"Ukn Bullet F-6","Br2 Bullet 1-5",0.335929418181972,47,3.38538926362438,3.05697811541219,100,100,3,25,2,1,13,0,0,13,8,3.88956160853312,"data-new-25-25/unkn30.RData",29,11,6,FALSE,25,0
"Ukn Bullet F-6","Br1 Bullet 1-1",0.294145896418418,362,3.34520006695409,2.94553466102765,100,100,4,20,3,2,12,0,0,12,4,6.42422512146439,"data-new-25-25/unkn30.RData",1,1,6,FALSE,25,0
