"b2","b1","ccf","lag","D","sd.D","x1","x2","num.matches","num.nonmatches","CNMS","S","CMS","data","resID","id.x","id.y","match","span","pred","forest","flagged","bullet"
"Ukn Bullet F-3","Br1 Bullet 2-1",0.479056587315976,85,1.93108195587511,2.76830058734157,100,175,3,18,9,5.13822692350213,2,"data-25-25/unkn27.RData",7,5,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br3 Bullet 1-5",0.346248287230531,92,2.62361876291988,2.8797397409479,125,175,5,19,7,9.44042602258247,4,"data-25-25/unkn27.RData",41,17,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br2 Bullet 1-5",0.250348746596812,289,2.72702807921581,2.76081363143813,100,175,7,19,11,7.07168748293472,6,"data-25-25/unkn27.RData",29,11,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br1 Bullet 2-3",0.28248969092507,98,7.96188866763705,4.35098206349899,200,175,2,23,15,2.90309624845094,2,"data-25-25/unkn27.RData",9,1,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br1 Bullet 1-2",0.313249498990347,32,2.05955490732913,2.21204659881382,100,175,3,19,10,4.97916481962084,2,"data-25-25/unkn27.RData",2,2,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br8 Bullet 2-6",0.115977415507068,212,5.18219106482712,3.40957000424091,100,175,2,15,11,1.33535398843637,2,"data-25-25/unkn27.RData",108,48,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br5 Bullet 2-1",0.354988528184598,163,1.80307763205633,2.02196755461295,150,175,2,19,13,1.85290203238335,2,"data-25-25/unkn27.RData",67,23,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br4 Bullet 2-3",0.521576183289326,68,1.94299746258562,3.09123097563324,150,175,0,24,24,0,0,"data-25-25/unkn27.RData",57,37,3,FALSE,25,0.00323624595469256,0.00666666666666667,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br2 Bullet 1-2",0.197088080879587,114,2.93053815437846,2.85992098117787,150,175,5,17,5,6.89291927608462,2,"data-25-25/unkn27.RData",26,8,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br4 Bullet 1-3",0.178104198477785,245,2.72305256251597,2.51326427388548,100,175,4,17,7,7.06275568769894,2,"data-25-25/unkn27.RData",51,39,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br6 Bullet 2-3",0.35910627985698,100,2.55773785446636,3.45808938363945,200,175,2,24,11,1.87503755689754,1,"data-25-25/unkn27.RData",81,30,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br10 Bullet 2-3",0.117335081661781,364,2.41451169234748,2.16619378174577,125,175,2,20,16,1.76785706138708,2,"data-25-25/unkn27.RData",21,55,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br10 Bullet 2-6",0.371114580187688,192,2.27372396446824,2.72514932465544,125,175,4,16,13,4.39681205618461,3,"data-25-25/unkn27.RData",24,58,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br10 Bullet 1-3",0.285795288882752,174,7.56547864243795,4.120842917311,350,175,2,14,8,4.67492901910949,2,"data-25-25/unkn27.RData",15,57,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br8 Bullet 2-2",0.347110300759896,280,3.98752061243025,3.3168326869391,175,175,2,19,10,3.24207417684751,2,"data-25-25/unkn27.RData",104,44,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br9 Bullet 1-2",0.391107710917916,167,8.11984656446385,4.46660584353356,175,175,4,13,5,10.3039539700919,2,"data-25-25/unkn27.RData",110,50,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br8 Bullet 2-1",0.459468163361269,144,2.59160006892737,2.97999618241511,225,175,4,13,6,5.60634058236281,3,"data-25-25/unkn27.RData",103,43,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br5 Bullet 2-3",0.143628901152639,66,2.54710242395635,2.32239637379616,150,175,4,19,8,5.71504629029271,2,"data-25-25/unkn27.RData",69,19,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br7 Bullet 1-5",0.213885706669911,52,1.90903614711539,3.45424041339971,175,175,3,23,15,4.01688743067456,1,"data-25-25/unkn27.RData",89,35,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br10 Bullet 2-1",0.283720008080849,64,2.12981483809055,2.48595083968915,150,175,9,17,5,11.3443698975248,3,"data-25-25/unkn27.RData",19,59,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br3 Bullet 2-5",0.384111503752015,114,4.73087597532859,3.69839986923301,175,175,3,13,6,8.13515535294832,2,"data-25-25/unkn27.RData",47,15,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br3 Bullet 2-1",0.36776543088564,86,2.80892230014147,2.97632342063919,175,175,6,15,6,13.2360884138875,4,"data-25-25/unkn27.RData",43,17,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br5 Bullet 1-6",0.391289767902049,83,2.14487456113751,2.63978751938269,150,175,1,16,13,1.27703471783541,1,"data-25-25/unkn27.RData",66,24,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br3 Bullet 1-4",0.280960532251878,185,7.62190424353413,4.1738827457278,350,175,6,18,5,9.44547383871114,3,"data-25-25/unkn27.RData",40,16,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br7 Bullet 1-3",0.144224130957606,200,3.80568004965174,3.02474340405027,200,175,1,21,19,0.647579190437511,1,"data-25-25/unkn27.RData",87,33,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br8 Bullet 2-5",0.14734799548043,122,3.68474060688159,3.5945918879028,125,175,4,18,11,3.93130616550064,2,"data-25-25/unkn27.RData",107,47,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br9 Bullet 2-2",0.521122233107425,89,2.74669135754637,3.20803717307316,175,175,7,19,7,10.6657834962411,4,"data-25-25/unkn27.RData",116,49,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br4 Bullet 2-1",0.352691710336534,180,2.3515765578911,2.68272322377894,175,175,3,16,9,3.21026225461973,2,"data-25-25/unkn27.RData",55,41,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br10 Bullet 2-2",0.161328200553111,123,3.02980971528569,2.64376970599741,200,175,5,20,7,5.56809979454982,2,"data-25-25/unkn27.RData",20,60,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br7 Bullet 1-4",0.276431799518146,131,3.40049795377904,2.99889258498362,125,175,1,18,10,1.25006597067785,1,"data-25-25/unkn27.RData",88,34,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br8 Bullet 1-4",0.284754111892036,23,2.99837304581487,2.96796874777268,175,175,2,20,13,0.82438614950936,2,"data-25-25/unkn27.RData",100,46,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br4 Bullet 2-2",0.353109648803895,352,4.39114166026846,3.83133963175945,175,175,4,19,10,7.62387014583495,3,"data-25-25/unkn27.RData",56,42,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br3 Bullet 1-1",0.216390858061357,116,2.53730474069552,2.42156320127623,175,175,4,17,6,4.95573430582097,1,"data-25-25/unkn27.RData",37,13,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br5 Bullet 2-2",0.397971696970684,83,2.22202166897749,2.71172393697986,125,175,1,17,15,1.4657116562995,1,"data-25-25/unkn27.RData",68,24,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br6 Bullet 2-2",0.409912454964984,47,2.20770279931017,2.71439680371505,200,175,2,20,13,5.82285728633055,2,"data-25-25/unkn27.RData",80,29,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br9 Bullet 1-6",0.275715050659503,171,2.87918977161704,2.77156671450468,150,175,2,17,10,1.59695772308587,2,"data-25-25/unkn27.RData",114,54,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br2 Bullet 2-4",0.433781990671542,160,1.89369225817051,2.54940469929692,175,175,1,21,17,1.25363963876647,1,"data-25-25/unkn27.RData",34,9,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br6 Bullet 1-4",0.350889330053112,214,2.19494725800377,2.48902034581773,225,175,5,18,7,8.12556173613194,3,"data-25-25/unkn27.RData",76,28,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br9 Bullet 2-1",0.221997883091398,178,3.25327196809438,2.86745789313633,175,175,3,16,9,4.80398806879284,2,"data-25-25/unkn27.RData",115,54,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br10 Bullet 1-5",0.289534813080605,280,2.36728957657068,2.51580967808447,200,175,3,18,10,4.55879228647275,2,"data-25-25/unkn27.RData",17,59,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br4 Bullet 2-5",0.260679972846989,253,2.35738792312866,2.47570717708958,125,175,7,21,6,7.65209347361462,3,"data-25-25/unkn27.RData",59,39,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br5 Bullet 2-4",0.394473414405518,54,2.22449691904165,2.66499961619142,150,175,6,18,8,7.38339193950127,4,"data-25-25/unkn27.RData",70,20,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br9 Bullet 1-3",0.157810343617315,233,3.19788179445476,2.71716401709013,125,175,5,15,6,8.67273088165123,2,"data-25-25/unkn27.RData",111,51,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br3 Bullet 2-4",0.256131374834236,177,3.8229620259792,3.14901864956426,125,175,6,12,5,9.1052837676352,3,"data-25-25/unkn27.RData",46,14,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br6 Bullet 2-5",0.433962351403083,339,2.1074579271214,2.62285527728173,175,175,3,22,9,5.77751793584365,2,"data-25-25/unkn27.RData",83,26,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-3","Br1 Bullet 1-5",0.460258303428631,43,2.17058375461323,2.8911301812779,100,175,1,22,17,2.44261611778133,1,"data-25-25/unkn27.RData",5,5,3,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br1 Bullet 1-4",0.908947716309691,215,0.143252332730668,2.00975969422069,125,175,25,8,2,27.1429823593488,10,"data-25-25/unkn28.RData",4,4,4,TRUE,25,1,1,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br5 Bullet 2-2",0.180466416556105,297,2.13599482455984,2.29012130626444,125,175,2,17,8,3.5052322953805,1,"data-25-25/unkn28.RData",68,24,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 1-6",0.154241274536756,30,1.85755110282006,1.96647927611792,125,175,8,17,7,5.98428440553963,3,"data-25-25/unkn28.RData",102,48,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br6 Bullet 2-1",0.372092426211003,268,4.40851385140878,3.08953399965352,625,175,2,23,9,2.74675859214054,1,"data-25-25/unkn28.RData",79,28,4,FALSE,25,0.00323624595469256,NA,TRUE,"Ukn Bullet F"
"Ukn Bullet F-4","Br5 Bullet 1-1",0.252222725757779,56,1.37434615932024,1.93536792428379,150,175,6,17,13,8.32731167172948,4,"data-25-25/unkn28.RData",61,19,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br1 Bullet 1-3",0.251362124155042,313,2.50876128261021,2.4879956651033,100,175,4,17,7,4.22521817279972,3,"data-25-25/unkn28.RData",3,3,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 2-1",0.336114053272213,391,2.22258159767453,2.5583935516997,225,175,8,19,15,10.3464920268585,5,"data-25-25/unkn28.RData",103,43,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br2 Bullet 2-4",0.294804241653655,275,1.64348600589999,2.12780206858151,175,175,6,18,10,6.03273070866061,3,"data-25-25/unkn28.RData",34,9,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br1 Bullet 2-5",0.220853935354013,303,2.29061576323795,2.40377021341884,125,175,4,19,7,3.82558640033435,3,"data-25-25/unkn28.RData",11,3,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 1-4",0.236368594254849,359,2.66282738271572,2.57728995426821,125,175,5,18,10,6.24225739536617,3,"data-25-25/unkn28.RData",88,34,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 1-3",0.270564789407087,174,2.12185683348552,2.29556138637472,125,175,6,13,10,7.83236058549966,3,"data-25-25/unkn28.RData",111,51,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br2 Bullet 1-1",0.358084020482378,58,1.75769850284339,2.19658017475728,150,175,5,21,7,6.85937779349844,3,"data-25-25/unkn28.RData",25,7,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 1-1",0.365987372157349,1,2.15951391728732,2.64180199110687,125,175,2,23,14,3.65117943485803,1,"data-25-25/unkn28.RData",85,31,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 1-2",0.174875224088718,15,2.7067690992941,2.35655005154125,150,175,8,18,6,8.46814725063225,3,"data-25-25/unkn28.RData",86,32,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br6 Bullet 2-5",0.205764211555035,266,2.00226929935889,2.20125264656631,175,175,5,15,12,5.54205198750412,5,"data-25-25/unkn28.RData",83,26,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 1-3",0.131250701381754,138,3.00710227936045,2.60314077333485,200,175,4,21,14,5.3087726955088,2,"data-25-25/unkn28.RData",87,33,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 2-3",0.251780913011068,327,5.97649594188358,3.21150319708629,250,175,1,17,11,0.526671327720924,1,"data-25-25/unkn28.RData",105,45,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br3 Bullet 2-6",0.184508222889927,146,4.09558426917381,2.9141701517131,125,175,2,15,7,0.945370038344673,1,"data-25-25/unkn28.RData",48,16,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 1-1",0.268156762063523,344,4.08510691734209,3.03838658925696,175,175,2,15,8,1.9525141294304,1,"data-25-25/unkn28.RData",109,49,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br2 Bullet 1-6",0.368760049189737,67,2.85453791921747,2.68099207084815,125,175,8,21,10,5.11953678266839,5,"data-25-25/unkn28.RData",30,12,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 2-4",0.250267497062784,1,4.80059952427228,2.93297686998047,550,175,7,18,10,4.2921135474738,3,"data-25-25/unkn28.RData",118,51,4,FALSE,25,0.00323624595469256,NA,TRUE,"Ukn Bullet F"
"Ukn Bullet F-4","Br2 Bullet 2-5",0.300177393755065,195,1.46253158809805,2.03587222509922,150,175,2,22,12,2.68470549619609,1,"data-25-25/unkn28.RData",35,10,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 1-4",0.239661808384887,108,1.83346139242376,2.27002202600953,150,175,3,18,9,6.27690809439154,1,"data-25-25/unkn28.RData",112,52,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 2-5",0.27129870049869,388,5.23264908275293,3.17298925718739,125,175,1,22,11,0.974538164211879,1,"data-25-25/unkn28.RData",107,47,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 2-2",0.259940959769685,281,3.26769841036176,2.78643454235774,175,175,4,18,7,4.8876251467738,1,"data-25-25/unkn28.RData",116,49,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 1-4",0.4006135618849,284,2.30402584253492,2.54636611705726,175,175,3,15,8,3.37435045873543,2,"data-25-25/unkn28.RData",100,46,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br10 Bullet 2-1",0.217058376338118,204,1.59009957217737,2.06434820897373,150,175,5,16,9,4.86818467648897,3,"data-25-25/unkn28.RData",19,59,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br10 Bullet 2-5",0.240737786485287,307,2.08415947617125,2.33800676735121,250,175,2,27,14,1.884393595628,2,"data-25-25/unkn28.RData",23,57,4,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 1-6",0.25613577626247,10,2.18744373724292,2.34996408378927,150,175,7,14,5,8.71923799990885,2,"data-25-25/unkn28.RData",114,54,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 2-2",0.300421768197429,1,1.68558256686842,2.30493386384415,200,175,3,15,12,4.44688720947765,1,"data-25-25/unkn28.RData",92,31,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br3 Bullet 1-5",0.256765845909169,217,2.39715660364853,2.45813711023249,125,175,4,17,8,7.10080207039137,1,"data-25-25/unkn28.RData",41,17,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 2-4",0.197253172436916,154,2.10781849027005,2.31559038692317,100,175,7,17,8,7.64020618199606,3,"data-25-25/unkn28.RData",94,33,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br10 Bullet 2-2",0.22633926048031,226,1.92056701298779,2.22216707528199,200,175,6,17,13,6.66970382536898,2,"data-25-25/unkn28.RData",20,60,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br3 Bullet 1-2",0.239575387428985,395,2.64447378300677,2.4570810328681,125,175,6,17,6,7.92974849513792,4,"data-25-25/unkn28.RData",38,14,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br10 Bullet 2-4",0.34667011460186,328,4.70567587420487,3.2086371827717,150,175,4,19,9,4.02829455318488,3,"data-25-25/unkn28.RData",22,56,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 1-1",0.29354112147789,394,1.7714816499271,2.34306531194263,150,175,7,19,6,7.43811824212457,4,"data-25-25/unkn28.RData",97,43,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br10 Bullet 2-3",0.283001443517805,253,1.13875189387997,1.74459115103035,125,175,7,17,6,6.11939299078697,3,"data-25-25/unkn28.RData",21,55,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br10 Bullet 1-6",0.250273882713416,178,2.18009302220299,2.35494708549909,200,175,3,17,13,2.71603533490443,3,"data-25-25/unkn28.RData",18,60,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br6 Bullet 1-2",0.159600429836477,163,2.06009229064505,2.39642693287228,150,175,9,16,7,8.76938287382669,8,"data-25-25/unkn28.RData",74,26,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br4 Bullet 2-2",0.383604030672246,201,4.95453185926479,3.40973700104403,175,175,3,14,13,5.32907533749581,3,"data-25-25/unkn28.RData",56,42,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br3 Bullet 2-2",0.217454060994518,281,1.29038768777019,1.81568157401486,175,175,6,18,9,6.83568566473936,5,"data-25-25/unkn28.RData",44,18,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br5 Bullet 2-3",0.22903579683409,57,1.42821092623858,1.90079374308074,150,175,6,17,6,7.17655929491408,3,"data-25-25/unkn28.RData",69,19,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br10 Bullet 1-5",0.337989488390843,188,1.38515062881848,2.09420704736906,200,175,3,17,8,2.30760372631045,2,"data-25-25/unkn28.RData",17,59,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br3 Bullet 1-4",0.146337383962258,290,8.19106512307238,3.75228011501238,350,175,5,18,10,5.00852025885761,3,"data-25-25/unkn28.RData",40,16,4,FALSE,25,0.00323624595469256,0.00666666666666667,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br2 Bullet 2-3",0.34717970041526,247,1.70064376718722,2.23925707244909,125,175,2,17,7,0.829560317880422,1,"data-25-25/unkn28.RData",33,8,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 1-2",0.172867467707385,245,4.33370111840036,2.97000961685221,125,175,7,16,5,9.94980170636635,3,"data-25-25/unkn28.RData",98,44,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br1 Bullet 2-4",0.320281408869659,321,1.14049181387789,1.80033913497109,150,175,6,20,9,6.02044200076251,3,"data-25-25/unkn28.RData",10,2,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 2-6",0.247265415428831,329,4.63613547927611,2.98796737352549,100,175,10,16,4,10.2880760643158,5,"data-25-25/unkn28.RData",108,48,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 1-5",0.289464116579351,330,4.63784793515903,3.03263778268429,175,175,4,19,5,3.30264168322828,2,"data-25-25/unkn28.RData",89,35,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 2-6",0.286198864656574,67,1.08744986735591,1.68235302881028,175,175,4,26,8,3.49233172156688,1,"data-25-25/unkn28.RData",120,53,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br9 Bullet 2-3",0.236052395533422,319,6.08572548308541,3.22065313752594,175,175,1,24,17,1.32179424201222,1,"data-25-25/unkn28.RData",117,50,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 2-4",0.349697182822765,186,3.6562859972657,2.94950696365314,325,175,5,16,8,8.51268499658279,2,"data-25-25/unkn28.RData",106,46,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br6 Bullet 1-5",0.317475742163648,248,2.06294244238156,2.3114611706996,125,175,2,21,11,3.70384091115136,1,"data-25-25/unkn28.RData",77,29,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br2 Bullet 1-2",0.425698472095697,222,1.97225584429116,2.43831835046245,150,175,3,17,8,1.32772906513387,2,"data-25-25/unkn28.RData",26,8,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br5 Bullet 2-5",0.545142368076072,218,1.23278480397979,2.22109044284466,125,175,5,15,7,7.03813336882954,1,"data-25-25/unkn28.RData",71,21,4,FALSE,25,0.00323624595469256,0.00666666666666667,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br7 Bullet 2-5",0.348603986808597,323,6.19325807174761,3.4156990611235,125,175,4,16,8,7.21104740919537,2,"data-25-25/unkn28.RData",95,34,4,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 2-2",0.257191623273733,241,3.95031656775025,2.89523005622368,175,175,6,17,7,8.93866393135387,2,"data-25-25/unkn28.RData",104,44,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br8 Bullet 1-3",0.220613493947049,207,1.8712585046295,2.16746511354852,150,175,4,16,10,2.7998771456346,3,"data-25-25/unkn28.RData",99,45,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br5 Bullet 1-6",0.177745312914126,290,2.05644586721236,2.21818488866727,150,175,3,18,8,4.17703569613612,1,"data-25-25/unkn28.RData",66,24,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br6 Bullet 2-6",0.313614782334519,314,1.4987115673792,2.12325294011305,125,175,9,20,9,8.84559500874757,7,"data-25-25/unkn28.RData",84,27,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br5 Bullet 1-3",0.561144204854709,221,1.30800701422411,2.28934099638899,100,175,7,15,7,6.44824005344281,4,"data-25-25/unkn28.RData",63,21,4,FALSE,25,0.00323624595469256,0.00333333333333333,FALSE,"Ukn Bullet F"
"Ukn Bullet F-4","Br5 Bullet 1-2",0.16087009446016,239,2.40034925957213,2.38847538125911,150,175,9,14,5,11.3716226620094,5,"data-25-25/unkn28.RData",62,20,4,FALSE,25,0.00323624595469256,0,FALSE,"Ukn Bullet F"
