"b2","b1","ccf","lag","distr.dist","distr.sd","x1","x2","num.matches","num.mismatches","non_cms","sumpeaks","cms","data","resID","id.x","id.y","match","pred","forest","bullet"
"Ukn Bullet C-1","Br4 Bullet 1-6",0.195082016322947,1,3.29153200233261,3.15654032234553,100,175,0,30,30,0,0,"data-15-25/unkn7.RData",54,42,3,FALSE,0.00405087140838436,0.0104166666666667,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 2-2",0.366450975847096,359,4.24550392659383,3.90787610763091,175,175,2,35,22,2.7749237809531,1,"data-15-25/unkn7.RData",56,42,3,FALSE,0.00405087140838436,0.0099009900990099,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 1-2",0.333275088546924,37,2.24734635882657,2.28858307468532,100,175,3,43,27,1.68596211431186,1,"data-15-25/unkn7.RData",2,2,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 1-2",0.456653624230041,299,4.23337291267946,3.46814872343907,125,175,7,29,12,6.13481803255891,3,"data-15-25/unkn7.RData",98,44,3,FALSE,0.00405087140838436,0.00925925925925926,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 1-3",0.20283786785663,110,3.16452952718565,2.78748010297586,100,175,10,32,16,13.7487659730457,3,"data-15-25/unkn7.RData",63,21,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 1-6",0.365347251296614,316,2.10373882416499,2.14644201165301,100,175,16,22,10,12.9337047713632,6,"data-15-25/unkn7.RData",90,36,3,FALSE,0.00405087140838436,0.0347826086956522,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 2-5",0.37720940313572,36,2.16206207717752,2.53401133168601,150,175,10,31,14,9.18361118107642,3,"data-15-25/unkn7.RData",35,10,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 1-5",0.223713633399945,1,3.25329583579254,2.83735010730956,100,175,10,30,7,11.4914515520164,3,"data-15-25/unkn7.RData",29,11,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 1-2",0.380138028099938,59,2.94689533950912,2.88661448784585,150,175,3,43,18,3.92885533489204,2,"data-15-25/unkn7.RData",62,20,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 1-4",0.310504327430042,186,7.59137019683201,4.25041922159925,350,175,4,42,25,11.1049121374833,2,"data-15-25/unkn7.RData",40,16,3,FALSE,0.00405087140838436,0.00970873786407767,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 1-1",0.530270394100771,63,2.16950664673395,3.06257182614189,125,175,4,38,17,3.40575405746861,2,"data-15-25/unkn7.RData",49,37,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 2-3",0.322901092877589,106,8.90117536015693,4.42751853937037,200,175,0,50,50,0,0,"data-15-25/unkn7.RData",9,1,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 1-2",0.202777992939117,177,3.43812880958476,2.95522013945494,125,175,1,27,20,2.38955186971883,1,"data-15-25/unkn7.RData",38,14,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 2-1",0.468483918363703,152,2.66020620709971,3.05653265828655,225,175,2,33,14,1.08350199184672,1,"data-15-25/unkn7.RData",103,43,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 2-1",0.321051830372709,188,2.87629523912721,2.75925969965038,175,175,13,29,8,17.5095867967174,3,"data-15-25/unkn7.RData",55,41,3,FALSE,0.00405087140838436,0.00952380952380952,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 1-5",0.205695778150704,57,2.33263330994589,3.53077688927116,175,175,2,35,19,4.56213159994996,1,"data-15-25/unkn7.RData",89,35,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 2-6",0.116996588397624,208,5.4032904865929,3.48610648011233,100,175,5,27,13,4.62902064519009,3,"data-15-25/unkn7.RData",108,48,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 2-2",0.364608898820472,288,4.1793097103233,3.3933691628105,175,175,4,28,10,7.19577774799808,2,"data-15-25/unkn7.RData",104,44,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 1-1",0.485987037465143,97,3.00927687152593,3.5365256958438,175,175,5,33,12,9.64113409950499,2,"data-15-25/unkn7.RData",109,49,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 1-2",0.27560850341667,209,2.07931009572403,1.92596217120976,125,175,4,31,15,4.6248908727274,2,"data-15-25/unkn7.RData",50,38,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 1-1",0.18875812076147,73,2.78795578649677,2.43350703087064,150,175,7,35,12,6.24448543499779,3,"data-15-25/unkn7.RData",61,19,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 1-4",0.402480033870165,214,2.27890194563921,2.71411716747863,150,175,8,28,5,15.435036721614,2,"data-15-25/unkn7.RData",64,22,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 2-1",0.489547269933929,92,2.25421154885279,2.84483706321297,100,175,6,30,13,11.8844011678411,2,"data-15-25/unkn7.RData",7,5,3,FALSE,0.00405087140838436,0.00970873786407767,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 2-3",0.0978556675745587,372,2.74051979624796,2.24273025761721,125,175,4,31,18,5.35127084874007,2,"data-15-25/unkn7.RData",21,55,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 2-1",0.211602483483044,179,5.02046875352787,3.58767310624036,625,175,0,35,35,0,0,"data-15-25/unkn7.RData",79,28,3,FALSE,0.00405087140838436,0.169642857142857,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 1-3",0.248242752969859,65,2.66647666197962,2.66560422013534,150,175,8,35,9,9.31442468525311,3,"data-15-25/unkn7.RData",99,45,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 2-1",0.217661669586299,185,3.32265402272715,2.9439943690077,175,175,10,20,8,9.86953596046724,4,"data-15-25/unkn7.RData",115,54,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 2-3",0.207600840621841,212,2.59505504241926,2.39893284966754,150,175,7,30,11,8.65577657112799,3,"data-15-25/unkn7.RData",69,19,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 1-2",0.182745657323501,117,3.3387619309903,2.93645745704925,150,175,4,32,15,4.66655696365155,2,"data-15-25/unkn7.RData",26,8,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 2-5",0.253880630894319,251,2.556076353176,2.552243652961,125,175,3,30,17,3.21602416193421,2,"data-15-25/unkn7.RData",59,39,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 1-1",0.410282070900659,401,2.78479288956452,3.13994109769374,125,175,5,30,14,7.50619214868423,3,"data-15-25/unkn7.RData",85,31,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 2-4",0.272631945811534,187,3.9577117037497,3.2255551254357,125,175,7,28,13,11.8857221633561,2,"data-15-25/unkn7.RData",46,14,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 2-6",0.149866890049758,401,3.01476231440837,2.48087149270595,200,175,4,35,22,1.96662736717075,4,"data-15-25/unkn7.RData",60,40,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 1-5",0.242971864050095,58,2.61356781521793,2.59234615395586,200,175,9,41,15,8.56123531058388,2,"data-15-25/unkn7.RData",17,59,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 2-5",0.199467216988807,2,3.16370896355543,2.71922954943148,125,175,9,31,9,12.0613943007822,3,"data-15-25/unkn7.RData",71,21,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 2-2",0.113548245612447,1,4.85116245136898,3.30946695676193,150,175,3,38,25,2.06449746513873,2,"data-15-25/unkn7.RData",32,7,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 2-6",0.450853149054654,44,1.82255383294096,2.42117807959309,100,175,5,37,24,6.52693957909835,3,"data-15-25/unkn7.RData",96,35,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 1-1",0.209803081481238,120,2.80498127338854,2.49809967714762,175,175,5,34,18,7.19698143894738,2,"data-15-25/unkn7.RData",37,13,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 2-5",0.390076713492982,151,4.13486301622545,3.91383816771031,125,175,7,29,16,15.8918969539981,2,"data-15-25/unkn7.RData",95,34,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 1-4",0.329442219813894,401,2.5486971277992,2.58393320801392,100,175,6,33,8,6.17338171313125,2,"data-15-25/unkn7.RData",52,40,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 1-5",0.169814522640505,179,2.44499182707229,2.21503748215338,225,175,6,31,17,6.19289986034135,2,"data-15-25/unkn7.RData",113,53,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 2-5",0.919633268879914,200,0.350623513278561,2.90190932000567,125,175,31,15,4,36.9391683160786,22,"data-15-25/unkn7.RData",11,3,3,TRUE,1,1,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 1-2",0.119973932765649,82,4.10204424005205,2.85468915812802,150,175,8,32,14,7.45042992799607,4,"data-15-25/unkn7.RData",86,32,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 1-5",0.350562708016189,104,2.92704464018073,2.95627621681931,125,175,2,32,21,3.24137373433222,2,"data-15-25/unkn7.RData",41,17,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 2-1",0.358686618936292,174,1.98573350245917,2.09850403048434,150,175,7,34,16,5.07452200985298,4,"data-15-25/unkn7.RData",67,23,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 2-6",0.220979250768239,229,2.21075354493412,2.18049213539712,175,175,8,29,8,10.8169995195976,4,"data-15-25/unkn7.RData",120,53,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 1-3",0.334776536749312,207,7.2925113191255,4.19737939318238,350,175,3,31,13,7.54470505202241,2,"data-15-25/unkn7.RData",15,57,3,FALSE,0.00405087140838436,0.00862068965517241,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 2-1",0.375508237293116,309,1.97144272330099,2.21804916220964,150,175,6,33,6,7.80744022713164,1,"data-15-25/unkn7.RData",91,36,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 1-6",0.129173127518291,1,3.98452502697269,2.85308619208592,200,175,12,28,7,9.15398046601219,3,"data-15-25/unkn7.RData",18,60,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 2-6",0.322049849551029,214,2.70523589587153,2.62139204669997,125,175,7,32,12,9.61511038073737,3,"data-15-25/unkn7.RData",84,27,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 1-1",0.307662327031538,76,4.53333982263632,3.86538319386949,175,175,5,39,15,5.7013332166288,2,"data-15-25/unkn7.RData",73,25,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 2-4",0.288453850484131,36,2.37852860084924,2.29847824155793,150,175,3,44,21,3.22002290866842,1,"data-15-25/unkn7.RData",10,2,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 2-4",0.498555308353869,168,1.91324847536546,2.62594117516829,175,175,1,33,25,0.765551224863722,1,"data-15-25/unkn7.RData",34,9,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 2-6",0.200334341132192,285,5.16089797543417,3.41230925829994,125,175,2,29,16,1.65006224018001,1,"data-15-25/unkn7.RData",48,16,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 2-6",0.435322836464013,177,2.253077965173,2.80168580052689,125,175,5,30,14,5.85144028095173,2,"data-15-25/unkn7.RData",24,58,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 2-4",0.3637456280161,242,3.41960259553343,3.15499613117741,225,175,3,30,19,6.93942914163849,1,"data-15-25/unkn7.RData",82,25,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 1-3",0.160652167343373,228,3.40863078963393,2.79370049296159,125,175,4,31,24,5.98837040610688,2,"data-15-25/unkn7.RData",111,51,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 1-4",0.0945885367785379,228,5.53512016179885,3.73189350647911,175,175,4,30,10,3.15595687089045,2,"data-15-25/unkn7.RData",16,58,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 1-2",0.362736592828959,234,2.41588987228677,2.60133905290055,175,175,3,32,14,2.66823136960187,2,"data-15-25/unkn7.RData",14,56,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 2-6",0.274373503458388,335,2.81625491887596,2.43241973735268,100,175,8,34,21,8.98894991575587,5,"data-15-25/unkn7.RData",12,4,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 1-6",0.364117760716611,8,3.65107729493497,3.62313896672939,100,175,9,36,11,16.3330792025381,4,"data-15-25/unkn7.RData",6,6,3,FALSE,0.00405087140838436,0.0196078431372549,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 1-5",0.267373823148046,281,2.87562394694683,2.597153904088,100,175,5,31,11,3.81213410887941,1,"data-15-25/unkn7.RData",101,47,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 2-6",0.209084752972676,1,3.46344126043167,2.85688845942436,175,175,3,35,13,2.86867715949857,1,"data-15-25/unkn7.RData",36,11,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 1-4",0.162096507780853,46,2.72154313044481,3.4745457322097,200,175,1,45,37,0.906656543055267,1,"data-15-25/unkn7.RData",28,10,3,FALSE,0.00405087140838436,0.0446428571428571,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 2-2",0.411645738853503,54,2.5252276959229,2.7909332795864,200,175,4,36,23,6.39190126596045,2,"data-15-25/unkn7.RData",80,29,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 2-4",0.217822721103254,201,3.16796103232907,2.81372949351004,100,175,13,18,6,12.6997129168765,4,"data-15-25/unkn7.RData",94,33,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 2-3",0.314041993652866,119,2.59696796019347,2.53980958217708,175,175,8,36,20,9.02883145980308,3,"data-15-25/unkn7.RData",45,13,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 1-1",0.461711778236349,150,2.39102153667924,2.8412044185295,150,175,3,30,13,2.2555355429579,2,"data-15-25/unkn7.RData",97,43,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 2-3",0.512023673288271,72,2.27864240912215,3.16776745150464,150,175,4,43,18,3.34013269200507,2,"data-15-25/unkn7.RData",57,37,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 1-3",0.928170595853185,207,0.635432969924445,2.98613477169022,100,175,9,19,4,17.9425059184507,2,"data-15-25/unkn7.RData",3,3,3,TRUE,1,0.933333333333333,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 2-1",0.384629579274301,95,2.99464781276694,3.05285989651065,175,175,3,32,18,5.54887142689742,2,"data-15-25/unkn7.RData",43,17,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 1-6",0.224690396785234,231,2.65850653556469,2.46461838270473,125,175,2,29,15,2.39401605932821,1,"data-15-25/unkn7.RData",102,48,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 2-4",0.352314229554132,167,1.98568179757635,1.97182888025391,175,175,2,34,20,1.64528685269314,1,"data-15-25/unkn7.RData",58,38,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 2-5",0.432308138112956,125,4.61285611148043,3.77493634510451,175,175,2,30,27,1.38695470489636,2,"data-15-25/unkn7.RData",47,15,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 1-6",0.272142181878412,177,2.93845107502609,2.84810319037612,150,175,7,22,6,11.7536261104968,2,"data-15-25/unkn7.RData",114,54,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 1-2",0.389797425130263,166,8.28850097424957,4.54314231940507,175,175,5,28,18,5.99996670954867,2,"data-15-25/unkn7.RData",110,50,3,FALSE,0.00405087140838436,0.00900900900900901,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 1-4",0.333927150876714,128,3.41935998489026,3.07542906085506,125,175,3,31,13,5.91666772042836,1,"data-15-25/unkn7.RData",88,34,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 2-2",0.467724642212599,401,2.04763978530345,2.80307297043098,200,175,7,29,14,7.65586462749125,5,"data-15-25/unkn7.RData",92,31,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 1-5",0.324151790865014,188,2.08501331569871,2.03358836314086,175,175,9,29,9,9.62403033124546,3,"data-15-25/unkn7.RData",65,23,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 1-6",0.299034784596152,99,2.84468602991792,2.83863210591439,125,175,8,27,8,8.58185125032227,5,"data-15-25/unkn7.RData",78,30,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 2-5",0.169439350188453,273,3.94705841350842,2.83614587393806,250,175,0,37,37,0,0,"data-15-25/unkn7.RData",23,57,3,FALSE,0.00405087140838436,0.00925925925925926,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 2-1",0.168561544489543,93,3.73322203901032,2.88469935647744,175,175,9,37,11,10.6579136504347,3,"data-15-25/unkn7.RData",31,12,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 1-6",0.386200059691897,60,2.52898632469742,2.71632399525413,150,175,2,42,17,0.629619182223786,1,"data-15-25/unkn7.RData",66,24,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 2-3",0.148428028389589,360,3.82431279297337,2.73739617903593,125,175,8,26,12,8.91250080412182,5,"data-15-25/unkn7.RData",33,8,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 2-2",0.202742229203025,343,2.89205131738242,2.3138206806017,175,175,6,37,9,5.02419147582996,2,"data-15-25/unkn7.RData",44,18,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 2-3",0.246299257004913,224,5.67996270681236,3.71879224411276,175,175,11,24,5,15.740764765143,5,"data-15-25/unkn7.RData",117,50,3,FALSE,0.00405087140838436,0.155172413793103,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 2-5",0.130749463558775,128,4.12334055587308,3.67112836377427,125,175,4,33,17,7.69977770673584,1,"data-15-25/unkn7.RData",107,47,3,FALSE,0.00405087140838436,0.00943396226415094,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 1-5",0.39571838002769,49,2.86492990932392,2.80960027728652,125,175,4,37,21,5.81823436188948,2,"data-15-25/unkn7.RData",77,29,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 2-1",0.277316143162071,74,2.47856984397408,2.56248731556054,150,175,8,30,13,10.2473539909228,4,"data-15-25/unkn7.RData",19,59,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 2-2",0.406581093320539,61,2.52411013721374,2.78826041285128,125,175,3,42,20,2.51260992596488,2,"data-15-25/unkn7.RData",68,24,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 2-4",0.480344942105083,136,3.56071707406464,3.43111597656732,550,175,4,48,15,3.1885016382969,2,"data-15-25/unkn7.RData",118,51,3,FALSE,0.00405087140838436,0.055045871559633,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 2-2",0.144095803181128,130,3.45475550191113,2.72030618186878,200,175,9,34,10,8.99582966121226,4,"data-15-25/unkn7.RData",20,60,3,FALSE,0.00405087140838436,0.00934579439252336,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 1-3",0.357650751064164,124,2.46453921258859,2.66413655670324,150,175,0,37,37,0,0,"data-15-25/unkn7.RData",27,9,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 2-4",0.414188060813589,60,2.46360917445909,2.74153609206283,150,175,0,40,40,0,0,"data-15-25/unkn7.RData",70,20,3,FALSE,0.00405087140838436,0.00909090909090909,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 1-3",0.123803540823508,200,4.18469593971454,3.10127987992169,200,175,3,35,14,1.37759984019609,1,"data-15-25/unkn7.RData",87,33,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br7 Bullet 2-3",0.111014918962927,90,4.15553536541869,3.25802871668831,150,175,8,33,12,9.99482741686904,3,"data-15-25/unkn7.RData",93,32,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 1-4",0.24404680412782,186,3.14346240009894,2.76816113259636,150,175,8,27,7,8.14413782391521,2,"data-15-25/unkn7.RData",112,52,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 1-6",0.116450108583333,127,4.68120308565563,3.17913117743498,125,175,5,30,21,6.59005614374172,3,"data-15-25/unkn7.RData",30,12,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br5 Bullet 2-6",0.369792264804547,211,2.62238501133728,2.84199348847887,150,175,4,29,14,4.72288463243847,2,"data-15-25/unkn7.RData",72,22,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 1-6",0.327340024698365,359,2.19037369460249,2.20115506716282,125,175,7,36,12,7.80371868319803,3,"data-15-25/unkn7.RData",42,18,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br3 Bullet 1-3",0.57830012258476,126,2.63184914725268,3.29357936293756,150,175,4,36,19,3.43001796350701,2,"data-15-25/unkn7.RData",39,15,3,FALSE,0.00405087140838436,0.115384615384615,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 2-5",0.241958474653877,173,2.93167083162034,2.72810888878789,100,175,7,23,7,10.9144663901965,3,"data-15-25/unkn7.RData",119,52,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 1-1",0.227075251267201,133,3.09406929134989,2.72590665292501,100,175,9,33,11,13.5945855188429,4,"data-15-25/unkn7.RData",1,1,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 1-5",0.497565635920864,46,2.23579119240942,2.96766665714933,100,175,1,30,15,0.770449800317579,1,"data-15-25/unkn7.RData",5,5,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br10 Bullet 1-1",0.158734227098784,1,3.02287200915822,2.33966940795947,200,175,5,32,14,3.92408484527279,2,"data-15-25/unkn7.RData",13,55,3,FALSE,0.00405087140838436,0.0181818181818182,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 2-4",0.218991125537492,30,3.29598489163248,3.44764607023998,325,175,3,42,24,3.49863974522512,1,"data-15-25/unkn7.RData",106,46,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br2 Bullet 1-1",0.20071445867417,18,3.20268710275884,2.69471928134414,150,175,7,29,12,9.65534606415576,3,"data-15-25/unkn7.RData",25,7,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 1-3",0.17326741570374,248,2.96823734274902,2.58980074975695,100,175,7,31,11,4.84141680617513,3,"data-15-25/unkn7.RData",51,39,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br9 Bullet 2-2",0.549761784899881,97,2.88549012263708,3.28457364894466,175,175,5,29,15,7.32599752487855,4,"data-15-25/unkn7.RData",116,49,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br4 Bullet 1-5",0.363845801421635,165,2.73072134698295,2.77950472943869,100,175,11,29,14,13.9983220968558,4,"data-15-25/unkn7.RData",53,41,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br8 Bullet 2-3",0.137882245666832,67,3.36864155090456,3.70964230367316,250,175,3,36,17,2.40171356513456,2,"data-15-25/unkn7.RData",105,45,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 1-4",0.249358116810382,107,2.75254940940423,2.50789880080754,125,175,7,41,10,7.25304898369482,2,"data-15-25/unkn7.RData",4,4,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br6 Bullet 1-4",0.372785921698851,229,2.3675491607502,2.56555682168908,225,175,3,28,14,4.14687276884751,1,"data-15-25/unkn7.RData",76,28,3,FALSE,0.00405087140838436,0,"Ukn Bullet C"
"Ukn Bullet C-1","Br1 Bullet 2-2",0.29302814300274,271,4.55700343201901,3.34656469283256,175,175,10,25,10,19.6718044119242,6,"data-15-25/unkn7.RData",8,6,3,FALSE,0.00405087140838436,0.0143884892086331,"Ukn Bullet C"
